,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
1671,,NYPD,New York City Police Department,1020460028,MANHATTAN,,,,NEW YORK,2020-03-22T14:48:28.000,10 MANHATTAN,Noise - Commercial,2020-03-22T13:18:28.000,FREDERICK DOUGLASS BOULEVARD,BRADHURST AVENUE,Banging/Pounding,,,301 WEST  151 STREET,10039,FREDERICK DOUGLASS BOULEVARD,BRADHURST AVENUE,WEST  151 STREET,40.82669413470208,"{'type': 'Point', 'coordinates': [-73.93929262667247, 40.82669413470208]}",,,,Store/Commercial,,-73.93929262667247,MOBILE,MANHATTAN,Unspecified,2020-03-22T18:48:34.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  151 STREET,,,45878341,,1001051,240470
1672,INTERSECTION,DEP,Department of Environmental Protection,,BROOKLYN,,,,BROOKLYN,2020-03-22T14:00:00.000,07 BROOKLYN,Sewer,2020-03-22T13:19:00.000,,,Manhole Overflow (Use Comments) (SA1),,,,11220,2 AVENUE,64 STREET,,40.64120874925707,"{'type': 'Point', 'coordinates': [-74.02511842658978, 40.64120874925707]}",,,,,,-74.02511842658978,ONLINE,BROOKLYN,Unspecified,2020-03-22T14:00:00.000,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",,Closed,,,,45876016,,977279,172887
1673,,DCA,Department of Consumer Affairs,1016560001,MANHATTAN,,,,NEW YORK,2020-03-24T13:07:06.000,11 MANHATTAN,Consumer Complaint,2020-03-22T13:19:33.000,EAST  107 STREET,EAST  108 STREET,Retail Store,,,1959 3 AVENUE,10029,EAST  107 STREET,EAST  108 STREET,3 AVENUE,40.79265639646073,"{'type': 'Point', 'coordinates': [-73.94387050838944, 40.79265639646073]}",,,,,,-73.94387050838944,PHONE,MANHATTAN,Unspecified,2020-03-24T17:07:19.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,3 AVENUE,,,45878634,,999792,228068
1674,,NYPD,New York City Police Department,4005790016,QUEENS,,,,ASTORIA,2020-03-22T17:15:40.000,01 QUEENS,Noise - Commercial,2020-03-22T13:20:27.000,CRESCENT STREET,29 STREET,Loud Music/Party,,,25-07 BROADWAY,11106,CRESCENT STREET,29 STREET,BROADWAY,40.7633201845432,"{'type': 'Point', 'coordinates': [-73.92820307578113, 40.7633201845432]}",,,,Club/Bar/Restaurant,,-73.92820307578113,ONLINE,QUEENS,Unspecified,2020-03-22T21:15:43.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,BROADWAY,,,45879357,,1004139,217383
1675,ADDRESS,HPD,Department of Housing Preservation and Development,4031730055,QUEENS,,,,Forest Hills,2020-03-23T20:15:04.000,06 QUEENS,HEAT/HOT WATER,2020-03-22T13:20:33.000,,,ENTIRE BUILDING,,,103-11 68 DRIVE,11375,,,,40.72397388854547,"{'type': 'Point', 'coordinates': [-73.85071125881217, 40.72397388854547]}",,,,RESIDENTIAL BUILDING,,-73.85071125881217,ONLINE,QUEENS,Unspecified,2020-03-23T20:15:04.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,68 DRIVE,,,45877275,,1025630,203075
1676,,NYPD,New York City Police Department,3050500005,BROOKLYN,,,,BROOKLYN,2020-03-22T14:44:31.000,09 BROOKLYN,Noise - Residential,2020-03-22T13:20:33.000,WINTHROP STREET,PARKSIDE AVENUE,Loud Music/Party,,,621 ROGERS AVENUE,11225,WINTHROP STREET,PARKSIDE AVENUE,ROGERS AVENUE,40.65639978391619,"{'type': 'Point', 'coordinates': [-73.95307107721307, 40.65639978391619]}",,,,Residential Building/House,,-73.95307107721307,ONLINE,BROOKLYN,Unspecified,2020-03-22T18:44:33.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ROGERS AVENUE,,,45875753,,997271,178424
1677,ADDRESS,HPD,Department of Housing Preservation and Development,2031070036,BRONX,,,,BRONX,2020-03-24T17:43:24.000,06 BRONX,HEAT/HOT WATER,2020-03-22T13:20:36.000,,,ENTIRE BUILDING,,,1967 MARMION AVENUE,10460,,,,40.843515202688536,"{'type': 'Point', 'coordinates': [-73.8866720963765, 40.843515202688536]}",,,,RESIDENTIAL BUILDING,,-73.8866720963765,ONLINE,BRONX,Unspecified,2020-03-24T17:43:24.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,MARMION AVENUE,,,45877240,,1015606,246613
1678,ADDRESS,HPD,Department of Housing Preservation and Development,4053900024,QUEENS,,,,Flushing,2020-03-23T20:11:46.000,07 QUEENS,HEAT/HOT WATER,2020-03-22T13:20:38.000,,,ENTIRE BUILDING,,,159-04 SANFORD AVENUE,11358,,,,40.76074837210794,"{'type': 'Point', 'coordinates': [-73.80659712555918, 40.76074837210794]}",,,,RESIDENTIAL BUILDING,,-73.80659712555918,PHONE,QUEENS,Unspecified,2020-03-23T20:11:46.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,SANFORD AVENUE,,,45878493,,1037828,216497
1679,,NYPD,New York City Police Department,4068260001,QUEENS,,,,FRESH MEADOWS,2020-03-22T14:32:33.000,08 QUEENS,Noise - Vehicle,2020-03-22T13:20:42.000,PARSONS BOULEVARD,160 STREET,Car/Truck Horn,,,158-40 76 ROAD,11366,PARSONS BOULEVARD,160 STREET,76 ROAD,40.72445772523062,"{'type': 'Point', 'coordinates': [-73.81021642584223, 40.72445772523062]}",,,,Street/Sidewalk,,-73.81021642584223,ONLINE,QUEENS,Unspecified,2020-03-22T18:32:35.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,76 ROAD,,,45877604,,1036854,203273
1680,,DCA,Department of Consumer Affairs,3067450003,BROOKLYN,,,,BROOKLYN,2020-03-24T13:05:16.000,14 BROOKLYN,Consumer Complaint,2020-03-22T13:21:08.000,EAST   16 STREET,EAST   17 STREET,Retail Store,,,1604 AVENUE M,11230,EAST   16 STREET,EAST   17 STREET,AVENUE M,40.618123226377634,"{'type': 'Point', 'coordinates': [-73.95893327423286, 40.618123226377634]}",,,,Commercial Building,,-73.95893327423286,ONLINE,BROOKLYN,Unspecified,2020-03-24T17:05:18.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,AVENUE M,,,45876455,,995651,164478
1681,,NYPD,New York City Police Department,2041290040,BRONX,,,,BRONX,2020-03-23T00:11:48.000,11 BRONX,Illegal Parking,2020-03-22T13:21:09.000,MORRIS PARK AVENUE,RHINELANDER AVENUE,Double Parked Blocking Traffic,,,1808 HONE AVENUE,10461,MORRIS PARK AVENUE,RHINELANDER AVENUE,HONE AVENUE,40.849229865975516,"{'type': 'Point', 'coordinates': [-73.85497001294844, 40.849229865975516]}",,,,Street/Sidewalk,,-73.85497001294844,ONLINE,BRONX,Unspecified,2020-03-23T04:11:51.000,This complaint does not fall under the Police Department's jurisdiction.,,Closed,HONE AVENUE,,,45878748,,1024374,248708
1682,ADDRESS,HPD,Department of Housing Preservation and Development,2031700032,BRONX,,,,BRONX,2020-03-24T21:20:45.000,05 BRONX,HEAT/HOT WATER,2020-03-22T13:21:34.000,,,APARTMENT ONLY,,,2229 CRESTON AVENUE,10453,,,,40.85614936426443,"{'type': 'Point', 'coordinates': [-73.90195614688277, 40.85614936426443]}",,,,RESIDENTIAL BUILDING,,-73.90195614688277,PHONE,BRONX,Unspecified,2020-03-24T21:20:45.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,CRESTON AVENUE,,,45877723,,1011372,251211
1683,ADDRESS,HPD,Department of Housing Preservation and Development,4100090014,QUEENS,,,,Jamaica,2020-03-23T21:23:16.000,12 QUEENS,HEAT/HOT WATER,2020-03-22T13:21:36.000,,,APARTMENT ONLY,,,137-28 97 AVENUE,11435,,,,40.69534672283833,"{'type': 'Point', 'coordinates': [-73.8119004474977, 40.69534672283833]}",,,,RESIDENTIAL BUILDING,,-73.8119004474977,PHONE,QUEENS,Unspecified,2020-03-23T21:23:16.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,97 AVENUE,,,45879470,,1036410,192666
1684,,NYPD,New York City Police Department,3013340047,BROOKLYN,,,,BROOKLYN,2020-03-22T14:14:25.000,08 BROOKLYN,Noise - Street/Sidewalk,2020-03-22T13:21:52.000,ALBANY AVENUE,TROY AVENUE,Loud Music/Party,,,1627 PACIFIC STREET,11213,ALBANY AVENUE,TROY AVENUE,PACIFIC STREET,40.67695311918454,"{'type': 'Point', 'coordinates': [-73.93678271253266, 40.67695311918454]}",,,,Street/Sidewalk,,-73.93678271253266,ONLINE,BROOKLYN,Unspecified,2020-03-22T18:14:28.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,PACIFIC STREET,,,45877391,,1001785,185915
1685,,NYPD,New York City Police Department,2039930045,BRONX,,,,BRONX,2020-03-22T15:40:02.000,10 BRONX,Noise - Residential,2020-03-22T13:22:14.000,HUBBELL STREET,SEDDON STREET,Loud Music/Party,,,2440 MACLAY AVENUE,10461,HUBBELL STREET,SEDDON STREET,MACLAY AVENUE,40.84071224922153,"{'type': 'Point', 'coordinates': [-73.8500661977799, 40.84071224922153]}",,,,Residential Building/House,,-73.8500661977799,MOBILE,BRONX,Unspecified,2020-03-22T19:40:05.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,MACLAY AVENUE,,,45876854,,1025736,245607
1686,BLOCKFACE,DOT,Department of Transportation,,BROOKLYN,,,,BROOKLYN,2020-03-23T12:46:00.000,18 BROOKLYN,Street Condition,2020-03-22T13:22:36.000,AVENUE L,AVENUE M,Pothole,,,EAST   70 STREET,11234,,,,40.62513612168989,"{'type': 'Point', 'coordinates': [-73.9141078022999, 40.62513612168989]}",,,,,,-73.9141078022999,UNKNOWN,BROOKLYN,Unspecified,2020-03-23T12:46:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,EAST   70 STREET,,,45880763,,1008093,167042
1687,,NYPD,New York City Police Department,2037930050,BRONX,,,,BRONX,2020-03-22T15:03:51.000,09 BRONX,Blocked Driveway,2020-03-22T13:22:52.000,GLEASON AVENUE,ELLIS AVENUE,No Access,,,1207 PUGSLEY AVENUE,10472,GLEASON AVENUE,ELLIS AVENUE,PUGSLEY AVENUE,40.8313344041206,"{'type': 'Point', 'coordinates': [-73.85722052899854, 40.8313344041206]}",,,,Street/Sidewalk,,-73.85722052899854,ONLINE,BRONX,Unspecified,2020-03-22T19:03:55.000,The Police Department issued a summons in response to the complaint.,,Closed,PUGSLEY AVENUE,,,45876599,,1023762,242187
1688,,NYPD,New York City Police Department,4068290001,QUEENS,,,,FRESH MEADOWS,2020-03-22T14:31:45.000,08 QUEENS,Noise - Vehicle,2020-03-22T13:22:58.000,78 AVENUE,78 ROAD,Car/Truck Horn,,,78-15 PARSONS BOULEVARD,11366,78 AVENUE,78 ROAD,PARSONS BOULEVARD,40.72195913199264,"{'type': 'Point', 'coordinates': [-73.80969682426189, 40.72195913199264]}",,,,Street/Sidewalk,,-73.80969682426189,ONLINE,QUEENS,Unspecified,2020-03-22T18:31:47.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,PARSONS BOULEVARD,,,45878722,,1037000,202363
1689,,DPR,Department of Parks and Recreation,3038890001,BROOKLYN,,,,BROOKLYN,2020-03-22T13:36:27.000,05 BROOKLYN,Violation of Park Rules,2020-03-22T13:23:31.000,WARWICK STREET,ASHFORD STREET,Obstructing Public Use,,,375 JAMAICA AVENUE,11207,WARWICK STREET,ASHFORD STREET,JAMAICA AVENUE,40.68262243113261,"{'type': 'Point', 'coordinates': [-73.8880704487505, 40.68262243113261]}",,,,Park,,-73.8880704487505,UNKNOWN,BROOKLYN,Highland Park,2020-03-22T17:36:30.000,The Department of Parks and Recreation has completed the requested work order and corrected the prob,,Closed,JAMAICA AVENUE,,,45876244,,1015294,187994
1690,ADDRESS,HPD,Department of Housing Preservation and Development,4031730055,QUEENS,,,,Forest Hills,2020-03-23T20:15:04.000,06 QUEENS,HEAT/HOT WATER,2020-03-22T13:23:41.000,,,ENTIRE BUILDING,,,103-11 68 DRIVE,11375,,,,40.72397388854547,"{'type': 'Point', 'coordinates': [-73.85071125881217, 40.72397388854547]}",,,,RESIDENTIAL BUILDING,,-73.85071125881217,ONLINE,QUEENS,Unspecified,2020-03-23T20:15:04.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,68 DRIVE,,,45877218,,1025630,203075
1691,ADDRESS,DOB,Department of Buildings,4160330066,QUEENS,,,,Arverne,2020-03-22T13:23:41.000,14 QUEENS,Building/Use,2020-03-22T13:23:41.000,,,Illegal Conversion Of Residential Building/Space,,,511 BEACH   66 STREET,11692,,,,40.595454853617845,"{'type': 'Point', 'coordinates': [-73.79541645245767, 40.595454853617845]}",,,,,,-73.79541645245767,UNKNOWN,QUEENS,Unspecified,2020-03-22T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,BEACH   66 STREET,,,45875826,,1041066,156283
1692,ADDRESS,HPD,Department of Housing Preservation and Development,4031730055,QUEENS,,,,Forest Hills,2020-03-23T20:15:04.000,06 QUEENS,HEAT/HOT WATER,2020-03-22T13:23:43.000,,,ENTIRE BUILDING,,,103-11 68 DRIVE,11375,,,,40.72397388854547,"{'type': 'Point', 'coordinates': [-73.85071125881217, 40.72397388854547]}",,,,RESIDENTIAL BUILDING,,-73.85071125881217,ONLINE,QUEENS,Unspecified,2020-03-23T20:15:04.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,68 DRIVE,,,45876684,,1025630,203075
1693,,NYPD,New York City Police Department,4078020035,QUEENS,,,,QUEENS VILLAGE,2020-03-22T14:02:03.000,11 QUEENS,Noise - Residential,2020-03-22T13:24:01.000,82 AVENUE,85 AVENUE,Loud Music/Party,,,82-03 210 STREET,11427,82 AVENUE,85 AVENUE,210 STREET,40.73085455987598,"{'type': 'Point', 'coordinates': [-73.7596085770994, 40.73085455987598]}",,,,Residential Building/House,,-73.7596085770994,ONLINE,QUEENS,Unspecified,2020-03-22T18:02:09.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,210 STREET,,,45877305,,1050875,205638
1694,,NYPD,New York City Police Department,3050780030,BROOKLYN,,,,BROOKLYN,2020-03-22T21:46:26.000,14 BROOKLYN,Blocked Driveway,2020-03-22T13:24:33.000,CATON AVENUE,BRIGHTON LINE,Partial Access,,,58 EAST   18 STREET,11226,CATON AVENUE,BRIGHTON LINE,EAST   18 STREET,40.65025791674474,"{'type': 'Point', 'coordinates': [-73.96324161446691, 40.65025791674474]}",,,,Street/Sidewalk,,-73.96324161446691,PHONE,BROOKLYN,Unspecified,2020-03-23T01:46:27.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST   18 STREET,,,45877757,,994450,176185
1695,ADDRESS,DEP,Department of Environmental Protection,1006430057,MANHATTAN,,,,NEW YORK,2020-03-23T06:58:00.000,02 MANHATTAN,Water Quality,2020-03-22T13:25:00.000,HORATIO ST,9 AVE,"Taste/Odor, Bitter/Metallic (QA3)",,N/A,838 GREENWICH STREET,10014,,,,40.739048617388654,"{'type': 'Point', 'coordinates': [-74.00646654960772, 40.739048617388654]}",,,,,,-74.00646654960772,ONLINE,MANHATTAN,Unspecified,2020-03-23T06:58:00.000,"The Department of Environmental Protection cannot take action on this complaint because it is incomplete. If the problem still exists, please call 311 and file a new complaint with complete information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,GREENWICH STREET,,,45875575,,982458,208532
1696,,NYPD,New York City Police Department,2024330028,BRONX,,,,BRONX,2020-03-22T14:44:07.000,04 BRONX,Illegal Parking,2020-03-22T13:25:33.000,EAST  165 STREET,EAST  166 STREET,Blocked Hydrant,,,1041 FINDLAY AVENUE,10456,EAST  165 STREET,EAST  166 STREET,FINDLAY AVENUE,40.829244677725754,"{'type': 'Point', 'coordinates': [-73.91443331831667, 40.829244677725754]}",,,,Street/Sidewalk,,-73.91443331831667,MOBILE,BRONX,Unspecified,2020-03-22T18:44:09.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,FINDLAY AVENUE,,,45877588,,1007930,241405
1697,,NYPD,New York City Police Department,4094240001,QUEENS,,,,OZONE PARK,2020-03-22T13:47:30.000,09 QUEENS,Blocked Driveway,2020-03-22T13:26:31.000,106 STREET,107 STREET,No Access,,,106-02 101 AVENUE,11416,106 STREET,107 STREET,101 AVENUE,40.68687045114175,"{'type': 'Point', 'coordinates': [-73.83681123884288, 40.68687045114175]}",,,,Street/Sidewalk,,-73.83681123884288,MOBILE,QUEENS,Unspecified,2020-03-22T17:47:33.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,101 AVENUE,,,45879351,,1029508,189564
1698,ADDRESS,DOB,Department of Buildings,4027100062,QUEENS,,,,Maspeth,2020-03-23T00:00:00.000,05 QUEENS,General Construction/Plumbing,2020-03-22T13:26:42.000,,,Building Shaking/Vibrating/Structural Stability,,N/A,61-44 56 ROAD,11378,,,,40.72435449106312,"{'type': 'Point', 'coordinates': [-73.90395032074157, 40.72435449106312]}",,,,,,-73.90395032074157,UNKNOWN,QUEENS,Unspecified,2020-03-23T00:00:00.000,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,,Closed,56 ROAD,,,45876142,,1010873,203193
1699,ADDRESS,HPD,Department of Housing Preservation and Development,3015620015,BROOKLYN,,,,BROOKLYN,2020-03-23T18:11:34.000,16 BROOKLYN,HEAT/HOT WATER,2020-03-22T13:26:44.000,,,APARTMENT ONLY,,,1122 HERKIMER STREET,11233,,,,40.67780732828988,"{'type': 'Point', 'coordinates': [-73.91621393354495, 40.67780732828988]}",,,,RESIDENTIAL BUILDING,,-73.91621393354495,PHONE,BROOKLYN,Unspecified,2020-03-23T18:11:34.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,HERKIMER STREET,,,45879447,,1007490,186231
1700,,NYPD,New York City Police Department,3013140044,BROOKLYN,,,,BROOKLYN,2020-03-22T14:44:44.000,09 BROOKLYN,Noise - Commercial,2020-03-22T13:27:20.000,BEDFORD AVENUE,ROGERS AVENUE,Car/Truck Music,,,250 EMPIRE BOULEVARD,11225,BEDFORD AVENUE,ROGERS AVENUE,EMPIRE BOULEVARD,40.66369043422431,"{'type': 'Point', 'coordinates': [-73.9543491461991, 40.66369043422431]}",,,,Store/Commercial,,-73.9543491461991,MOBILE,BROOKLYN,Unspecified,2020-03-22T18:44:45.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EMPIRE BOULEVARD,,,45879386,,996915,181080
