,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
1832,,DOHMH,Department of Health and Mental Hygiene,3009930004,BROOKLYN,,,BROOKLYN,,06 BROOKLYN,Rodent,2020-03-24T12:59:18.000,6 STREET,7 STREET,Rat Sighting,,,397 4 AVENUE,11215,6 STREET,7 STREET,4 AVENUE,40.67177120578125,"{'type': 'Point', 'coordinates': [-73.98752335246421, 40.67177120578125]}",,,,3+ Family Apt. Building,,-73.98752335246421,ONLINE,BROOKLYN,Unspecified,,,,In Progress,4 AVENUE,,45886435,,987711,184021
1833,ADDRESS,HPD,Department of Housing Preservation and Development,2030860007,BRONX,,,BRONX,,06 BRONX,HEAT/HOT WATER,2020-03-24T12:59:26.000,,,ENTIRE BUILDING,,,643 EAST  182 STREET,10457,,,,40.851259921730986,"{'type': 'Point', 'coordinates': [-73.88862165928536, 40.851259921730986]}",,,,RESIDENTIAL BUILDING,,-73.88862165928536,MOBILE,BRONX,Unspecified,2020-03-24T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EAST  182 STREET,,45889099,,1015063,249434
1834,,NYPD,New York City Police Department,3078800047,BROOKLYN,,,BROOKLYN,2020-03-24T14:39:30.000,18 BROOKLYN,Abandoned Vehicle,2020-03-24T12:59:33.000,EAST   55 STREET,EAST   56 STREET,With License Plate,,,5518 AVENUE M,11234,EAST   55 STREET,EAST   56 STREET,AVENUE M,40.621666880333485,"{'type': 'Point', 'coordinates': [-73.92205876635501, 40.621666880333485]}",,,,Street/Sidewalk,,-73.92205876635501,PHONE,BROOKLYN,Unspecified,2020-03-24T18:39:32.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,AVENUE M,,45888881,,1005887,165776
1835,,DCA,Department of Consumer Affairs,4116950018,QUEENS,,,SOUTH OZONE PARK,,10 QUEENS,Consumer Complaint,2020-03-24T13:00:57.000,131 STREET,120 AVENUE,Retail Store,,,131-13 ROCKAWAY BOULEVARD,11420,131 STREET,120 AVENUE,ROCKAWAY BOULEVARD,40.674879276889605,"{'type': 'Point', 'coordinates': [-73.8071453622502, 40.674879276889605]}",,,,,,-73.8071453622502,PHONE,QUEENS,Unspecified,,,,In Progress,ROCKAWAY BOULEVARD,,45886515,,1037745,185212
1836,,NYPD,New York City Police Department,,BRONX,,,,2020-03-24T15:14:33.000,11 BRONX,Illegal Parking,2020-03-24T13:01:02.000,HONE AVENUE,PIERCE AVENUE,Blocked Sidewalk,,,HONE AVENUE,10461,HONE AVENUE,PIERCE AVENUE,,40.84565547212406,"{'type': 'Point', 'coordinates': [-73.85219113919494, 40.84565547212406]}",,,,Street/Sidewalk,,-73.85219113919494,ONLINE,BRONX,Unspecified,2020-03-24T19:14:34.000,This complaint does not fall under the Police Department's jurisdiction.,,Closed,HONE AVENUE,,45890143,,1025145,247407
1837,,NYPD,New York City Police Department,3038200045,BROOKLYN,,,BROOKLYN,2020-03-24T19:16:01.000,05 BROOKLYN,Abandoned Vehicle,2020-03-24T13:01:12.000,LIVONIA AVENUE,RIVERDALE AVENUE,With License Plate,,,536 GEORGIA AVENUE,11207,LIVONIA AVENUE,RIVERDALE AVENUE,GEORGIA AVENUE,40.66339141612398,"{'type': 'Point', 'coordinates': [-73.89565769880807, 40.66339141612398]}",,,,Street/Sidewalk,,-73.89565769880807,MOBILE,BROOKLYN,Unspecified,2020-03-24T23:16:03.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,GEORGIA AVENUE,,45888147,,1013198,180985
1838,ADDRESS,DOB,Department of Buildings,4029360048,QUEENS,,,Middle Village,2020-03-24T13:01:42.000,05 QUEENS,Special Projects Inspection Team (SPIT),2020-03-24T13:01:42.000,,,Advertising Sign/Billboard/Posters/Flexible Fabric - Illegal,,N/A,61-85 78 STREET,11379,,,,40.72282481328696,"{'type': 'Point', 'coordinates': [-73.87967998750656, 40.72282481328696]}",,,,,,-73.87967998750656,UNKNOWN,QUEENS,Unspecified,2020-03-24T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,78 STREET,,45888047,,1017601,202644
1839,ADDRESS,DOB,Department of Buildings,4053780021,QUEENS,,,Flushing,2020-03-24T13:01:56.000,07 QUEENS,Building/Use,2020-03-24T13:01:56.000,,,Zoning - Non-Conforming/Illegal Vehicle Storage,,,147-38 ASH AVENUE,11355,,,,40.75896672576697,"{'type': 'Point', 'coordinates': [-73.81647830951876, 40.75896672576697]}",,,,,,-73.81647830951876,UNKNOWN,QUEENS,Unspecified,2020-03-24T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,ASH AVENUE,,45890158,,1035092,215842
1840,,DCA,Department of Consumer Affairs,3063440069,BROOKLYN,,,BROOKLYN,,11 BROOKLYN,Consumer Complaint,2020-03-24T13:01:59.000,18 AVENUE,BAY   19 STREET,Retail Store,,,1815 86 STREET,11214,18 AVENUE,BAY   19 STREET,86 STREET,40.60706627420759,"{'type': 'Point', 'coordinates': [-74.00231211915258, 40.60706627420759]}",,,,,,-74.00231211915258,PHONE,BROOKLYN,Unspecified,,,,In Progress,86 STREET,,45886425,,983608,160447
1841,INTERSECTION,DEP,Department of Environmental Protection,,BROOKLYN,,,BROOKLYN,,02 BROOKLYN,Noise,2020-03-24T13:02:00.000,,,Noise: Construction Equipment (NC1),,N/A,,11238,CLIFTON PLACE,GRAND AVENUE,,40.687820014242725,"{'type': 'Point', 'coordinates': [-73.96269446196268, 40.687820014242725]}",,,,,,-73.96269446196268,PHONE,BROOKLYN,Unspecified,,,,Open,,,45888993,,994596,189870
1842,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,Astoria,2020-03-25T09:10:00.000,01 QUEENS,Street Condition,2020-03-24T13:02:13.000,,,Pothole,,,,11106,33 STREET,BROADWAY,,40.761225853018914,"{'type': 'Point', 'coordinates': [-73.9237869767819, 40.761225853018914]}",,,,,,-73.9237869767819,UNKNOWN,QUEENS,Unspecified,2020-03-25T09:10:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,45892701,,1005363,216621
1843,,DOT,Department of Transportation,3038200045,BROOKLYN,,,BROOKLYN,,05 BROOKLYN,Curb Condition,2020-03-24T13:02:19.000,LIVONIA AVENUE,RIVERDALE AVENUE,Broken Curb,,,536 GEORGIA AVENUE,11207,LIVONIA AVENUE,RIVERDALE AVENUE,GEORGIA AVENUE,40.66339141612398,"{'type': 'Point', 'coordinates': [-73.89565769880807, 40.66339141612398]}",,,,Sidewalk,,-73.89565769880807,MOBILE,BROOKLYN,Unspecified,,,,In Progress,GEORGIA AVENUE,,45888760,,1013198,180985
1844,ADDRESS,HPD,Department of Housing Preservation and Development,3013270077,BROOKLYN,,,BROOKLYN,,09 BROOKLYN,HEAT/HOT WATER,2020-03-24T13:03:22.000,,,ENTIRE BUILDING,,,101 LINCOLN ROAD,11225,,,,40.66105723901385,"{'type': 'Point', 'coordinates': [-73.95911589501321, 40.66105723901385]}",,,,RESIDENTIAL BUILDING,,-73.95911589501321,PHONE,BROOKLYN,Unspecified,2020-03-24T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Open,LINCOLN ROAD,,45890285,,995593,180120
1845,,NYPD,New York City Police Department,,BROOKLYN,,,BROOKLYN,2020-03-24T15:48:33.000,09 BROOKLYN,Noise - Commercial,2020-03-24T13:03:31.000,FENIMORE STREET,HAWTHORNE STREET,Loud Music/Party,,,1183 NOSTRAND AVENUE,11225,FENIMORE STREET,HAWTHORNE STREET,NOSTRAND AVENUE,40.658438027151526,"{'type': 'Point', 'coordinates': [-73.95038090594701, 40.658438027151526]}",,,,Club/Bar/Restaurant,,-73.95038090594701,PHONE,BROOKLYN,Unspecified,2020-03-24T19:48:37.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,NOSTRAND AVENUE,,45887075,,998017,179167
1846,,DOHMH,Department of Health and Mental Hygiene,2026040252,BRONX,,,BRONX,,02 BRONX,Food Establishment,2020-03-24T13:04:00.000,AMTRAK-HELLGATE LINE,EAST RIVER SHORELINE,Food Worker Hygiene,,,977 EAST  149 STREET,10455,AMTRAK-HELLGATE LINE,EAST RIVER SHORELINE,EAST  149 STREET,40.806887732087695,"{'type': 'Point', 'coordinates': [-73.90254887392183, 40.806887732087695]}",,,,Restaurant/Bar/Deli/Bakery,,-73.90254887392183,MOBILE,BRONX,Unspecified,,,,In Progress,EAST  149 STREET,,45890070,,1011228,233263
1847,,DCA,Department of Consumer Affairs,3073310046,BROOKLYN,,,BROOKLYN,2020-03-25T12:05:52.000,15 BROOKLYN,Consumer Complaint,2020-03-24T13:04:11.000,EAST   26 STREET,EAST   27 STREET,Bodega/Deli/Supermarket,,,2613 AVENUE U,11229,EAST   26 STREET,EAST   27 STREET,AVENUE U,40.60004314159389,"{'type': 'Point', 'coordinates': [-73.94545124745522, 40.60004314159389]}",,,,,,-73.94545124745522,PHONE,BROOKLYN,Unspecified,2020-03-25T16:05:55.000,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result,",,Closed,AVENUE U,,45885552,,999398,157893
1848,,NYPD,New York City Police Department,3032580001,BROOKLYN,,,BROOKLYN,2020-03-24T13:06:23.000,04 BROOKLYN,Noise - Commercial,2020-03-24T13:04:12.000,STOCKHOLM STREET,STANHOPE STREET,Banging/Pounding,,,383 KNICKERBOCKER AVENUE,11237,STOCKHOLM STREET,STANHOPE STREET,KNICKERBOCKER AVENUE,40.700317828336814,"{'type': 'Point', 'coordinates': [-73.92098585547843, 40.700317828336814]}",,,,Store/Commercial,,-73.92098585547843,MOBILE,BROOKLYN,Unspecified,2020-03-24T17:06:38.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,KNICKERBOCKER AVENUE,,45886963,,1006159,194431
1849,,DOT,Department of Transportation,5005900082,STATEN ISLAND,,,STATEN ISLAND,,01 STATEN ISLAND,Curb Condition,2020-03-24T13:04:14.000,EDDY STREET,THERESA PLACE,Broken Curb,,,60 BERTHA PLACE,10301,EDDY STREET,THERESA PLACE,BERTHA PLACE,40.62501629505407,"{'type': 'Point', 'coordinates': [-74.09177476616809, 40.62501629505407]}",,,,Sidewalk,,-74.09177476616809,ONLINE,STATEN ISLAND,Unspecified,,,,In Progress,BERTHA PLACE,,45890754,,958774,167000
1850,ADDRESS,DOB,Department of Buildings,1015950031,MANHATTAN,,,NEW YORK,2020-03-24T13:04:57.000,10 MANHATTAN,General Construction/Plumbing,2020-03-24T13:04:57.000,,,Working Contrary To Stop Work Order,,,1330 5 AVENUE,10026,,,,40.79781044104941,"{'type': 'Point', 'coordinates': [-73.94855782800633, 40.79781044104941]}",,,,,,-73.94855782800633,UNKNOWN,MANHATTAN,Unspecified,2020-03-24T00:00:00.000,The Department of Buildings reviewed this complaint and determined that no further action was necessary.,,Closed,5 AVENUE,,45885459,,998493,229945
1851,ADDRESS,DOB,Department of Buildings,1004460007,MANHATTAN,,,NEW YORK,2020-03-24T13:04:58.000,03 MANHATTAN,Emergency Response Team (ERT),2020-03-24T13:04:58.000,,,After Hours Work - Illegal,,N/A,84 2 AVENUE,10003,,,,40.72662552369269,"{'type': 'Point', 'coordinates': [-73.98908612388334, 40.72662552369269]}",,,,,,-73.98908612388334,UNKNOWN,MANHATTAN,Unspecified,2020-03-24T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,Closed,2 AVENUE,,45889506,,987275,204006
1852,ADDRESS,DOB,Department of Buildings,4053770053,QUEENS,,,Flushing,2020-03-24T13:04:58.000,07 QUEENS,Building/Use,2020-03-24T13:04:58.000,,,Zoning - Non-Conforming/Illegal Vehicle Storage,,,147-37 ASH AVENUE,11355,,,,40.758980466708124,"{'type': 'Point', 'coordinates': [-73.81648910061921, 40.758980466708124]}",,,,,,-73.81648910061921,UNKNOWN,QUEENS,Unspecified,2020-03-24T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,ASH AVENUE,,45887309,,1035089,215847
1853,ADDRESS,DEP,Department of Environmental Protection,2037720010,BRONX,,,BRONX,,09 BRONX,Lead,2020-03-24T13:05:00.000,WESTCHESTER AVE,E 172 ST,Lead Kit Request (Residential) (L10),,N/A,1210 WHEELER AVENUE,10472,,,,40.82907424563746,"{'type': 'Point', 'coordinates': [-73.88022861490785, 40.82907424563746]}",,,,,,-73.88022861490785,ONLINE,BRONX,Unspecified,,,,Open,WHEELER AVENUE,,45890359,,1017396,241354
1854,ADDRESS,DEP,Department of Environmental Protection,2034750016,BRONX,,,BRONX,2020-03-24T13:50:00.000,09 BRONX,Water System,2020-03-24T13:05:00.000,O'BRIEN AVE,PATTERSON AVE,Excessive Water In Basement (WEFB),,,312 WHITE PLAINS ROAD,10473,,,,40.81195775362466,"{'type': 'Point', 'coordinates': [-73.85588211375354, 40.81195775362466]}",,,,,,-73.85588211375354,PHONE,BRONX,Unspecified,2020-03-24T13:50:00.000,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,,Closed,WHITE PLAINS ROAD,,45888202,,1024144,235128
1855,ADDRESS,DEP,Department of Environmental Protection,4089510008,QUEENS,,,Woodhaven,2020-03-24T14:25:00.000,09 QUEENS,Sewer,2020-03-24T13:05:00.000,90 AVE,91 AVE,Sewer Backup (Use Comments) (SA),,,90-06 77 STREET,11421,,,,40.687416047998155,"{'type': 'Point', 'coordinates': [-73.86376669004994, 40.687416047998155]}",,,,,,-73.86376669004994,PHONE,QUEENS,Unspecified,2020-03-24T14:25:00.000,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,,Closed,77 STREET,,45888995,,1022032,189750
1856,,NYPD,New York City Police Department,,BRONX,,,,2020-03-25T03:22:53.000,12 BRONX,Abandoned Vehicle,2020-03-24T13:05:10.000,EAST  238 STREET,KEPLER AVENUE,With License Plate,,,EAST  238 STREET,10470,EAST  238 STREET,KEPLER AVENUE,,40.89926545876143,"{'type': 'Point', 'coordinates': [-73.87097576597236, 40.89926545876143]}",,,,Street/Sidewalk,,-73.87097576597236,PHONE,BRONX,Unspecified,2020-03-25T07:23:00.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  238 STREET,,45888136,,1019919,266931
1857,,DCA,Department of Consumer Affairs,1020310029,MANHATTAN,,,NEW YORK,2020-03-25T12:05:40.000,10 MANHATTAN,Consumer Complaint,2020-03-24T13:05:16.000,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,Retail Store,,,201 WEST  145 STREET,10039,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  145 STREET,40.82185259516293,"{'type': 'Point', 'coordinates': [-73.93956079665583, 40.82185259516293]}",,,,,,-73.93956079665583,PHONE,MANHATTAN,Unspecified,2020-03-25T16:05:41.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,WEST  145 STREET,,45887175,,1000978,238706
1858,,DPR,Department of Parks and Recreation,3050557501,BROOKLYN,,,BROOKLYN,,09 BROOKLYN,New Tree Request,2020-03-24T13:05:19.000,FLATBUSH AVENUE,BEDFORD AVENUE,For One Address,,,41 CLARKSON AVENUE,11226,FLATBUSH AVENUE,BEDFORD AVENUE,CLARKSON AVENUE,40.65493606874685,"{'type': 'Point', 'coordinates': [-73.95825468236816, 40.65493606874685]}",,,,Street,,-73.95825468236816,UNKNOWN,BROOKLYN,Unspecified,,,,In Progress,CLARKSON AVENUE,,45889372,,995833,177890
1859,ADDRESS,DEP,Department of Environmental Protection,1015450014,MANHATTAN,,,NEW YORK,2020-03-25T14:31:00.000,08 MANHATTAN,Noise,2020-03-24T13:06:00.000,2 AVE,1 AVE,Noise: Jack Hammering (NC2),,N/A,333 EAST   82 STREET,10028,,,,40.774921150261015,"{'type': 'Point', 'coordinates': [-73.95272398603737, 40.774921150261015]}",,,,,,-73.95272398603737,PHONE,MANHATTAN,Unspecified,2020-03-25T14:31:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,EAST   82 STREET,,45888291,,997344,221605
1860,ADDRESS,DEP,Department of Environmental Protection,4029640007,QUEENS,,,Middle Village,2020-03-24T16:05:00.000,05 QUEENS,Water System,2020-03-24T13:06:00.000,62 AVE,JUNIPER BLVD N,Dirty Water (WE),,,62-04 78 STREET,11379,,,,40.72219850659319,"{'type': 'Point', 'coordinates': [-73.87920129988947, 40.72219850659319]}",,,,,,-73.87920129988947,PHONE,QUEENS,Unspecified,2020-03-24T16:05:00.000,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,,Closed,78 STREET,,45887606,,1017734,202416
1861,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,,2020-03-25T09:25:00.000,Unspecified QUEENS,Street Condition,2020-03-24T13:06:02.000,,,Pothole,,,,,31 STREET,BEND,,,,,,,,,,UNKNOWN,QUEENS,Unspecified,2020-03-25T09:25:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,45894248,,,
1862,,NYPD,New York City Police Department,4068280015,QUEENS,,,FRESH MEADOWS,2020-03-24T13:21:48.000,08 QUEENS,Noise - Vehicle,2020-03-24T13:06:09.000,PARSONS BOULEVARD,160 STREET,Car/Truck Horn,,,158-33 78 AVENUE,11366,PARSONS BOULEVARD,160 STREET,78 AVENUE,40.72238703289527,"{'type': 'Point', 'coordinates': [-73.8095260418184, 40.72238703289527]}",,,,Street/Sidewalk,,-73.8095260418184,ONLINE,QUEENS,Unspecified,2020-03-24T17:21:50.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,78 AVENUE,,45889513,,1037047,202519
1863,ADDRESS,DOT,Department of Transportation,4006080028,QUEENS,,,Astoria,2020-03-25T09:50:00.000,01 QUEENS,Street Condition,2020-03-24T13:06:23.000,34 AVENUE,35 AVENUE,Pothole,,,34-01 31 STREET,11106,,,,40.75943588348738,"{'type': 'Point', 'coordinates': [-73.92742396401245, 40.75943588348738]}",,,,,,-73.92742396401245,UNKNOWN,QUEENS,Unspecified,2020-03-25T09:50:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,31 STREET,,45895907,,1004356,215968
1864,,DCA,Department of Consumer Affairs,1015380021,MANHATTAN,,,NEW YORK,,08 MANHATTAN,Consumer Complaint,2020-03-24T13:06:31.000,EAST   92 STREET,EAST   93 STREET,Retail Store,,,1769 2 AVENUE,10128,EAST   92 STREET,EAST   93 STREET,2 AVENUE,40.78187465430734,"{'type': 'Point', 'coordinates': [-73.94884095620183, 40.78187465430734]}",,,,,,-73.94884095620183,PHONE,MANHATTAN,Unspecified,,,,In Progress,2 AVENUE,,45888037,,998418,224139
1865,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,Astoria,2020-03-25T10:10:00.000,01 QUEENS,Street Condition,2020-03-24T13:06:49.000,,,Pothole,,,,11106,31 STREET,34 AVENUE,,40.75967181981416,"{'type': 'Point', 'coordinates': [-73.92724683241052, 40.75967181981416]}",,,,,,-73.92724683241052,UNKNOWN,QUEENS,Unspecified,2020-03-25T10:10:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,45895717,,1004405,216054
1866,INTERSECTION,DOT,Department of Transportation,,Unspecified,,,,2020-03-25T14:55:00.000,0 Unspecified,Street Light Condition,2020-03-24T13:07:00.000,NONAME ST,,Street Light Out,,,WESTSHORE EXPY,,SALAMANDER COURT,VETERANS RD E,,,,,,,,,,UNKNOWN,Unspecified,Unspecified,2020-03-25T14:55:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,WESTSHORE EXPY,,45887819,,,
