,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
1831,ADDRESS,HPD,Department of Housing Preservation and Development,2033607501,BRONX,,,BRONX,,12 BRONX,HEAT/HOT WATER,2020-03-25T13:34:56.000,,,APARTMENT ONLY,,,3560 WEBSTER AVENUE,10467,,,,40.88085921688189,"{'type': 'Point', 'coordinates': [-73.87064624326403, 40.88085921688189]}",,,,RESIDENTIAL BUILDING,,-73.87064624326403,MOBILE,BRONX,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WEBSTER AVENUE,,,45891135,,1020020,260225
1832,ADDRESS,HPD,Department of Housing Preservation and Development,2031580014,BRONX,,,BRONX,2020-03-25T14:04:27.000,05 BRONX,HEAT/HOT WATER,2020-03-25T13:35:00.000,,,APARTMENT ONLY,,,2250 GRAND CONCOURSE,10457,,,,40.85659819158759,"{'type': 'Point', 'coordinates': [-73.90043359312169, 40.85659819158759]}",,,,RESIDENTIAL BUILDING,,-73.90043359312169,PHONE,BRONX,Unspecified,2020-03-25T14:04:27.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,GRAND CONCOURSE,,,45895497,,1011793,251375
1833,ADDRESS,HPD,Department of Housing Preservation and Development,1004630031,MANHATTAN,,,NEW YORK,,03 MANHATTAN,UNSANITARY CONDITION,2020-03-25T13:35:07.000,,,GARBAGE/RECYCLING STORAGE,,,127 2 AVENUE,10003,,,,40.728360086111735,"{'type': 'Point', 'coordinates': [-73.98785190829656, 40.728360086111735]}",,,,RESIDENTIAL BUILDING,,-73.98785190829656,PHONE,MANHATTAN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,2 AVENUE,,,45894236,,987617,204638
1834,ADDRESS,HPD,Department of Housing Preservation and Development,1004630031,MANHATTAN,,,NEW YORK,,03 MANHATTAN,DOOR/WINDOW,2020-03-25T13:35:07.000,,,DOOR,,,127 2 AVENUE,10003,,,,40.728360086111735,"{'type': 'Point', 'coordinates': [-73.98785190829656, 40.728360086111735]}",,,,RESIDENTIAL BUILDING,,-73.98785190829656,PHONE,MANHATTAN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,2 AVENUE,,,45895029,,987617,204638
1835,ADDRESS,HPD,Department of Housing Preservation and Development,5039830001,STATEN ISLAND,,,STATEN ISLAND,,03 STATEN ISLAND,HEAT/HOT WATER,2020-03-25T13:35:25.000,,,ENTIRE BUILDING,,,285 MILL ROAD,10306,,,,40.562005294283566,"{'type': 'Point', 'coordinates': [-74.1118858213336, 40.562005294283566]}",,,,RESIDENTIAL BUILDING,,-74.1118858213336,PHONE,STATEN ISLAND,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,MILL ROAD,,,45895890,,953162,144050
1836,,DCA,Department of Consumer Affairs,3039320022,BROOKLYN,,,BROOKLYN,,05 BROOKLYN,Consumer Complaint,2020-03-25T13:35:45.000,MILLER AVENUE,VAN SICLEN AVENUE,Bodega/Deli/Supermarket,,,52 ARLINGTON AVENUE,11207,MILLER AVENUE,VAN SICLEN AVENUE,ARLINGTON AVENUE,40.67962966245732,"{'type': 'Point', 'coordinates': [-73.89282372200294, 40.67962966245732]}",,,,,,-73.89282372200294,PHONE,BROOKLYN,Unspecified,,,,In Progress,ARLINGTON AVENUE,,,45892486,,1013977,186902
1837,,DOHMH,Department of Health and Mental Hygiene,5042170050,STATEN ISLAND,,,STATEN ISLAND,,02 STATEN ISLAND,Rodent,2020-03-25T13:36:29.000,ROSS AVENUE,BEACH AVENUE,Signs of Rodents,,,90 EIGHTH STREET,10306,ROSS AVENUE,BEACH AVENUE,8 STREET,40.571499463449555,"{'type': 'Point', 'coordinates': [-74.11750617238133, 40.571499463449555]}",,,,1-2 Family Dwelling,,-74.11750617238133,MOBILE,STATEN ISLAND,Unspecified,,,,In Progress,EIGHTH STREET,,,45893949,,951605,147511
1838,,DOT,Department of Transportation,1001357504,MANHATTAN,,,NEW YORK,,01 MANHATTAN,Street Condition,2020-03-25T13:36:50.000,BROADWAY,CHURCH STREET,Defective Hardware,,,74 CHAMBERS STREET,10007,BROADWAY,CHURCH STREET,CHAMBERS STREET,40.71433481594278,"{'type': 'Point', 'coordinates': [-74.00669140726774, 40.71433481594278]}",,,,Street,,-74.00669140726774,ONLINE,MANHATTAN,Unspecified,,,,In Progress,CHAMBERS STREET,,,45892261,,982395,199528
1839,,NYPD,New York City Police Department,3023270014,BROOKLYN,,,BROOKLYN,2020-03-25T19:16:49.000,01 BROOKLYN,Illegal Parking,2020-03-25T13:37:47.000,BERRY STREET,BEDFORD AVENUE,Posted Parking Sign Violation,,,144 NORTH SEVENTH STREET,11249,BERRY STREET,BEDFORD AVENUE,NORTH    7 STREET,40.71826074519764,"{'type': 'Point', 'coordinates': [-73.95842425111137, 40.71826074519764]}",,,,Street/Sidewalk,,-73.95842425111137,MOBILE,BROOKLYN,Unspecified,2020-03-25T23:16:51.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,NORTH SEVENTH STREET,,,45891656,,995775,200961
1840,ADDRESS,HPD,Department of Housing Preservation and Development,1019690050,MANHATTAN,,,NEW YORK,,09 MANHATTAN,UNSANITARY CONDITION,2020-03-25T13:37:56.000,,,PESTS,,,408 WEST  130 STREET,10027,,,,40.81444200034695,"{'type': 'Point', 'coordinates': [-73.95149289826864, 40.81444200034695]}",,,,RESIDENTIAL BUILDING,,-73.95149289826864,PHONE,MANHATTAN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WEST  130 STREET,,,45891287,,997677,236004
1841,,NYPD,New York City Police Department,1019440053,MANHATTAN,,,NEW YORK,2020-03-25T15:34:19.000,10 MANHATTAN,Noise - Residential,2020-03-25T13:38:06.000,MANHATTAN AVENUE,MORNINGSIDE AVENUE,Banging/Pounding,,,348 WEST  118 STREET,10026,MANHATTAN AVENUE,MORNINGSIDE AVENUE,WEST  118 STREET,40.80647047275139,"{'type': 'Point', 'coordinates': [-73.95621988103771, 40.80647047275139]}",,,,Residential Building/House,,-73.95621988103771,ONLINE,MANHATTAN,Unspecified,2020-03-25T19:34:21.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  118 STREET,,,45891813,,996370,233099
1842,,DCA,Department of Consumer Affairs,4114290034,QUEENS,,,HOWARD BEACH,,10 QUEENS,Consumer Complaint,2020-03-25T13:38:14.000,83 STREET,84 STREET,Bodega/Deli/Supermarket,,,82-35 153 AVENUE,11414,83 STREET,84 STREET,153 AVENUE,40.666213482221444,"{'type': 'Point', 'coordinates': [-73.85115413882839, 40.666213482221444]}",,,,,,-73.85115413882839,PHONE,QUEENS,Unspecified,,,,In Progress,153 AVENUE,,,45892483,,1025543,182031
1843,,DOHMH,Department of Health and Mental Hygiene,5015940058,STATEN ISLAND,,,STATEN ISLAND,,02 STATEN ISLAND,Illegal Animal Kept as Pet,2020-03-25T13:38:20.000,DEAD END,SELDIN AVENUE,Other,,,52 KIRSHON AVENUE,10314,DEAD END,SELDIN AVENUE,KIRSHON AVENUE,40.613986805847645,"{'type': 'Point', 'coordinates': [-74.16021558233025, 40.613986805847645]}",,,,Residence,,-74.16021558233025,ONLINE,STATEN ISLAND,Unspecified,,,,In Progress,KIRSHON AVENUE,,,45891497,,939768,163009
1844,ADDRESS,HPD,Department of Housing Preservation and Development,2033320072,BRONX,,,BRONX,,07 BRONX,HEAT/HOT WATER,2020-03-25T13:38:23.000,,,ENTIRE BUILDING,,,3051 DECATUR AVENUE,10467,,,,40.8708970496833,"{'type': 'Point', 'coordinates': [-73.87923488967775, 40.8708970496833]}",,,,RESIDENTIAL BUILDING,,-73.87923488967775,PHONE,BRONX,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,DECATUR AVENUE,,,45893656,,1017650,256592
1845,ADDRESS,HPD,Department of Housing Preservation and Development,2029620042,BRONX,,,BRONX,,03 BRONX,DOOR/WINDOW,2020-03-25T13:38:37.000,,,DOOR,,,1413 PROSPECT AVENUE,10459,,,,40.83245510998042,"{'type': 'Point', 'coordinates': [-73.89660313429964, 40.83245510998042]}",,,,RESIDENTIAL BUILDING,,-73.89660313429964,PHONE,BRONX,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,PROSPECT AVENUE,,,45891542,,1012863,242580
1846,ADDRESS,HPD,Department of Housing Preservation and Development,3011740056,BROOKLYN,,,BROOKLYN,,08 BROOKLYN,WATER LEAK,2020-03-25T13:38:41.000,,,SLOW LEAK,,,477 ST JOHNS PLACE,11238,,,,40.67340974753311,"{'type': 'Point', 'coordinates': [-73.96206082976262, 40.67340974753311]}",,,,RESIDENTIAL BUILDING,,-73.96206082976262,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,ST JOHNS PLACE,,,45891757,,994774,184620
1847,ADDRESS,HPD,Department of Housing Preservation and Development,3011740056,BROOKLYN,,,BROOKLYN,,08 BROOKLYN,UNSANITARY CONDITION,2020-03-25T13:38:41.000,,,MOLD,,,477 ST JOHNS PLACE,11238,,,,40.67340974753311,"{'type': 'Point', 'coordinates': [-73.96206082976262, 40.67340974753311]}",,,,RESIDENTIAL BUILDING,,-73.96206082976262,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,ST JOHNS PLACE,,,45895538,,994774,184620
1848,ADDRESS,HPD,Department of Housing Preservation and Development,3011740056,BROOKLYN,,,BROOKLYN,,08 BROOKLYN,PAINT/PLASTER,2020-03-25T13:38:41.000,,,CEILING,,,477 ST JOHNS PLACE,11238,,,,40.67340974753311,"{'type': 'Point', 'coordinates': [-73.96206082976262, 40.67340974753311]}",,,,RESIDENTIAL BUILDING,,-73.96206082976262,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,ST JOHNS PLACE,,,45895245,,994774,184620
1849,ADDRESS,HPD,Department of Housing Preservation and Development,3011740056,BROOKLYN,,,BROOKLYN,,08 BROOKLYN,PLUMBING,2020-03-25T13:38:41.000,,,BASIN/SINK,,,477 ST JOHNS PLACE,11238,,,,40.67340974753311,"{'type': 'Point', 'coordinates': [-73.96206082976262, 40.67340974753311]}",,,,RESIDENTIAL BUILDING,,-73.96206082976262,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,ST JOHNS PLACE,,,45893193,,994774,184620
1850,ADDRESS,HPD,Department of Housing Preservation and Development,3011740056,BROOKLYN,,,BROOKLYN,,08 BROOKLYN,PLUMBING,2020-03-25T13:38:41.000,,,RADIATOR,,,477 ST JOHNS PLACE,11238,,,,40.67340974753311,"{'type': 'Point', 'coordinates': [-73.96206082976262, 40.67340974753311]}",,,,RESIDENTIAL BUILDING,,-73.96206082976262,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,ST JOHNS PLACE,,,45891697,,994774,184620
1851,,NYPD,New York City Police Department,3019940010,BROOKLYN,,,BROOKLYN,2020-03-25T15:10:40.000,03 BROOKLYN,Illegal Parking,2020-03-25T13:39:03.000,PUTNAM AVENUE,FULTON STREET,Posted Parking Sign Violation,,,527 CLASSON AVENUE,11238,PUTNAM AVENUE,FULTON STREET,CLASSON AVENUE,40.68255967983884,"{'type': 'Point', 'coordinates': [-73.95873495015535, 40.68255967983884]}",,,,Street/Sidewalk,,-73.95873495015535,ONLINE,BROOKLYN,Unspecified,2020-03-25T19:10:43.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,CLASSON AVENUE,,,45895254,,995695,187954
1852,,DCA,Department of Consumer Affairs,,QUEENS,,,SOUTH OZONE PARK,,10 QUEENS,Consumer Complaint,2020-03-25T13:39:05.000,120 STREET,121 STREET,Bodega/Deli/Supermarket,,,120-20 ROCKAWAY BOULEVARD,11420,120 STREET,121 STREET,ROCKAWAY BOULEVARD,40.67591515517792,"{'type': 'Point', 'coordinates': [-73.8179253939044, 40.67591515517792]}",,,,,,-73.8179253939044,PHONE,QUEENS,Unspecified,,,,In Progress,ROCKAWAY BOULEVARD,,,45890995,,1034754,185583
1853,,DCA,Department of Consumer Affairs,1017740017,MANHATTAN,,,NEW YORK,,11 MANHATTAN,Consumer Complaint,2020-03-25T13:39:11.000,PARK AVENUE,LEXINGTON AVENUE,Retail Store,,,135 EAST  125 STREET,10035,PARK AVENUE,LEXINGTON AVENUE,EAST  125 STREET,40.80452145375237,"{'type': 'Point', 'coordinates': [-73.93774157861844, 40.80452145375237]}",,,,,,-73.93774157861844,PHONE,MANHATTAN,Unspecified,,,,In Progress,EAST  125 STREET,,,45895312,,1001486,232392
1854,,DCA,Department of Consumer Affairs,3031140004,BROOKLYN,,,BROOKLYN,,01 BROOKLYN,Consumer Complaint,2020-03-25T13:39:14.000,COOK STREET,VARET STREET,Retail Store,,,54 GRAHAM AVENUE,11206,COOK STREET,VARET STREET,GRAHAM AVENUE,40.702663598766584,"{'type': 'Point', 'coordinates': [-73.94242068900424, 40.702663598766584]}",,,,Commercial Building,,-73.94242068900424,ONLINE,BROOKLYN,Unspecified,,,,In Progress,GRAHAM AVENUE,,,45895452,,1000215,195281
1855,ADDRESS,DEP,Department of Environmental Protection,4055300046,QUEENS,,,Flushing,,11 QUEENS,Water System,2020-03-25T13:40:00.000,189 ST,192 ST,Dirty Water (WE),,,189-15 45 ROAD,11358,,,,40.75489718559413,"{'type': 'Point', 'coordinates': [-73.79123070756603, 40.75489718559413]}",,,,,,-73.79123070756603,PHONE,QUEENS,Unspecified,,,,Open,45 ROAD,,,45891100,,1042090,214375
1856,ADDRESS,DHS,Department of Homeless Services,1012710041,MANHATTAN,,,NEW YORK,2020-03-25T19:07:46.000,Unspecified MANHATTAN,Homeless Person Assistance,2020-03-25T13:40:39.000,EAST 55 STREET,EAST 56 STREET,N/A,,,718 FIFTH AVENUE,10019,EAST   55 STREET,EAST   56 STREET,5 AVENUE,40.76220341877964,"{'type': 'Point', 'coordinates': [-73.9745363285171, 40.76220341877964]}",,,,N/A,,-73.9745363285171,MOBILE,MANHATTAN,Unspecified,2020-03-25T19:07:46.000,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",,Closed,FIFTH AVENUE,,,45892508,,991304,216969
1857,,DCA,Department of Consumer Affairs,3070920053,BROOKLYN,,,BROOKLYN,,11 BROOKLYN,Consumer Complaint,2020-03-25T13:40:55.000,85 STREET,86 STREET,Retail Store,,,2019 STILLWELL AVENUE,11223,85 STREET,86 STREET,STILLWELL AVENUE,40.597469559421846,"{'type': 'Point', 'coordinates': [-73.98539109149878, 40.597469559421846]}",,,,Commercial Building,,-73.98539109149878,ONLINE,BROOKLYN,Unspecified,,,,In Progress,STILLWELL AVENUE,,,45895633,,988307,156951
1858,ADDRESS,DEP,Department of Environmental Protection,3043250024,BROOKLYN,,,BROOKLYN,,05 BROOKLYN,Sewer,2020-03-25T13:41:00.000,VERMONT ST,WYONA ST,Sewer Backup (Use Comments) (SA),,,2007 LINDEN BOULEVARD,11207,,,,40.65958025391518,"{'type': 'Point', 'coordinates': [-73.88831455446555, 40.65958025391518]}",,,,,,-73.88831455446555,PHONE,BROOKLYN,Unspecified,,,,Open,LINDEN BOULEVARD,,,45893864,,1015237,179599
1859,ADDRESS,DEP,Department of Environmental Protection,1008310028,MANHATTAN,,,NEW YORK,,05 MANHATTAN,Noise,2020-03-25T13:41:00.000,5 AVE,BROADWAY,Noise: Construction Before/After Hours (NM1),,N/A,11 WEST   29 STREET,10001,,,,40.7456163166638,"{'type': 'Point', 'coordinates': [-73.98757087477563, 40.7456163166638]}",,,,,,-73.98757087477563,PHONE,MANHATTAN,Unspecified,,,,Open,WEST   29 STREET,,,45894735,,987694,210925
1860,ADDRESS,DEP,Department of Environmental Protection,3059690052,BROOKLYN,,,BROOKLYN,,10 BROOKLYN,Water System,2020-03-25T13:41:00.000,3 AVE,4 AVE,Excessive Water In Basement (WEFB),,,367 79 STREET,11209,,,,40.62807180161698,"{'type': 'Point', 'coordinates': [-74.02686072654713, 40.62807180161698]}",,,,,,-74.02686072654713,PHONE,BROOKLYN,Unspecified,2020-03-25T14:10:00.000,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,,Started,79 STREET,,,45891353,,976794,168101
1861,,DCA,Department of Consumer Affairs,1008990001,MANHATTAN,,,NEW YORK,,06 MANHATTAN,Consumer Complaint,2020-03-25T13:41:02.000,EAST   18 STREET,EAST   19 STREET,Retail Store,,,205 3 AVENUE,10003,EAST   18 STREET,EAST   19 STREET,3 AVENUE,40.73587492531159,"{'type': 'Point', 'coordinates': [-73.98528857861925, 40.73587492531159]}",,,,,,-73.98528857861925,PHONE,MANHATTAN,Unspecified,,,,In Progress,3 AVENUE,,,45891465,,988327,207376
1862,,NYPD,New York City Police Department,1017970001,MANHATTAN,,,NEW YORK,2020-03-25T15:22:37.000,11 MANHATTAN,Noise - Residential,2020-03-25T13:41:41.000,EAST  123 STREET,EAST  124 STREET,Banging/Pounding,,,2400 2 AVENUE,10035,EAST  123 STREET,EAST  124 STREET,2 AVENUE,40.80143454654757,"{'type': 'Point', 'coordinates': [-73.93443230896085, 40.80143454654757]}",,,,,,-73.93443230896085,PHONE,MANHATTAN,Unspecified,2020-03-25T19:22:40.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,2 AVENUE,,,45895761,,1002403,231268
1863,ADDRESS,HPD,Department of Housing Preservation and Development,1021120015,MANHATTAN,,,NEW YORK,2020-03-25T20:12:22.000,12 MANHATTAN,HEAT/HOT WATER,2020-03-25T13:41:47.000,,,ENTIRE BUILDING,,,2187 AMSTERDAM AVENUE,10032,,,,40.84012811499789,"{'type': 'Point', 'coordinates': [-73.93671077866261, 40.84012811499789]}",,,,RESIDENTIAL BUILDING,,-73.93671077866261,PHONE,MANHATTAN,Unspecified,2020-03-25T20:12:22.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,AMSTERDAM AVENUE,,,45894181,,1001762,245365
1864,,NYPD,New York City Police Department,3019610027,BROOKLYN,,,BROOKLYN,2020-03-25T14:56:02.000,02 BROOKLYN,Noise - Residential,2020-03-25T13:41:55.000,GREENE AVENUE,GATES AVENUE,Loud Music/Party,,,395 CLINTON AVENUE,11238,GREENE AVENUE,GATES AVENUE,CLINTON AVENUE,40.68596871612791,"{'type': 'Point', 'coordinates': [-73.96737568774641, 40.68596871612791]}",,,,Residential Building/House,,-73.96737568774641,ONLINE,BROOKLYN,Unspecified,2020-03-25T18:56:06.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,CLINTON AVENUE,,,45892783,,993298,189195
1865,,DCA,Department of Consumer Affairs,4067930380,QUEENS,,,FLUSHING,,08 QUEENS,Consumer Complaint,2020-03-25T13:42:06.000,KISSENA BOULEVARD,BEND,Bodega/Deli/Supermarket,,,155-15 AGUILAR AVENUE,11367,KISSENA BOULEVARD,BEND,AGUILAR AVENUE,40.72807666727692,"{'type': 'Point', 'coordinates': [-73.81271366536818, 40.72807666727692]}",,,,,,-73.81271366536818,PHONE,QUEENS,Unspecified,,,,In Progress,AGUILAR AVENUE,,,45893019,,1036159,204590
1866,,NYPD,New York City Police Department,1016307501,MANHATTAN,,,NEW YORK,2020-03-25T14:01:35.000,11 MANHATTAN,Noise - Residential,2020-03-25T13:42:27.000,LEXINGTON AVENUE,3 AVENUE,Banging/Pounding,,,173 EAST  102 STREET,10029,LEXINGTON AVENUE,3 AVENUE,EAST  102 STREET,40.78931491977544,"{'type': 'Point', 'coordinates': [-73.94727155012328, 40.78931491977544]}",,,,Residential Building/House,,-73.94727155012328,ONLINE,MANHATTAN,Unspecified,2020-03-25T18:01:38.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  102 STREET,,,45894295,,998851,226850
