,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
3250,,DCA,Department of Consumer Affairs,1021850025,MANHATTAN,,,NEW YORK,2020-03-20T14:38:06.000,12 MANHATTAN,Consumer Complaint,2020-03-18T15:32:42.000,DEAD END,9 AVENUE,Retail Store,,,391 WEST  204 STREET,10034,DEAD END,9 AVENUE,WEST  204 STREET,40.86171738072723,"{'type': 'Point', 'coordinates': [-73.9183140552445, 40.86171738072723]}",,,,Commercial Building,,-73.9183140552445,ONLINE,MANHATTAN,Unspecified,2020-03-20T18:38:08.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,WEST  204 STREET,,,45852691,1006845,253235
3251,,NYPD,New York City Police Department,1015530043,MANHATTAN,,,NEW YORK,2020-03-18T17:39:33.000,08 MANHATTAN,Noise - Residential,2020-03-18T15:33:36.000,2 AVENUE,1 AVENUE,Banging/Pounding,,,314 EAST   91 STREET,10128,2 AVENUE,1 AVENUE,EAST   91 STREET,40.780804204661806,"{'type': 'Point', 'coordinates': [-73.94883455698464, 40.780804204661806]}",,,,Residential Building/House,,-73.94883455698464,MOBILE,MANHATTAN,Unspecified,2020-03-18T21:39:36.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,EAST   91 STREET,,,45850533,998420,223749
3252,,NYPD,New York City Police Department,3005020025,BROOKLYN,,,BROOKLYN,2020-03-18T17:00:23.000,06 BROOKLYN,Illegal Parking,2020-03-18T15:33:41.000,SUMMIT STREET,BOWNE STREET,Blocked Bike Lane,,,9 IMLAY STREET,11231,SUMMIT STREET,BOWNE STREET,IMLAY STREET,40.683500098076564,"{'type': 'Point', 'coordinates': [-74.00684335223359, 40.683500098076564]}",,,,Street/Sidewalk,,-74.00684335223359,ONLINE,BROOKLYN,Unspecified,2020-03-18T21:00:24.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,IMLAY STREET,,,45854633,982352,188294
3253,ADDRESS,DEP,Department of Environmental Protection,3010850034,BROOKLYN,,,BROOKLYN,2020-03-19T12:15:00.000,06 BROOKLYN,Noise,2020-03-18T15:34:00.000,8 AVE,PROSPECT PARK W,Noise: Construction Before/After Hours (NM1),,N/A,606 5 STREET,11215,,,,40.66726506390387,"{'type': 'Point', 'coordinates': [-73.97535478844812, 40.66726506390387]}",,,,,,-73.97535478844812,ONLINE,BROOKLYN,Unspecified,2020-03-19T12:15:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,5 STREET,,,45854067,991087,182380
3254,ADDRESS,DEP,Department of Environmental Protection,4005340007,QUEENS,,,Astoria,2020-03-19T08:00:00.000,01 QUEENS,Noise,2020-03-18T15:34:00.000,14 ST,21 ST,Noise: Construction Equipment (NC1),,N/A,14-43 31 AVENUE,11106,,,,40.76812011142167,"{'type': 'Point', 'coordinates': [-73.93168529837337, 40.76812011142167]}",,,,,,-73.93168529837337,PHONE,QUEENS,Unspecified,2020-03-19T08:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,31 AVENUE,,,45852614,1003173,219131
3255,ADDRESS,DEP,Department of Environmental Protection,,QUEENS,,,Long Island City,2020-03-18T15:51:00.000,02 QUEENS,Water System,2020-03-18T15:34:00.000,SKILLMAN AVE,DAVIS CT,Hydrant Running Full (WA4),,,47-04 PEARSON PLACE,11101,,,,40.7432121458271,"{'type': 'Point', 'coordinates': [-73.94288004986139, 40.7432121458271]}",,,,,,-73.94288004986139,MOBILE,QUEENS,Unspecified,2020-03-18T15:51:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,PEARSON PLACE,,,45853347,1000078,210054
3256,INTERSECTION,DEP,Department of Environmental Protection,,QUEENS,,,Ridgewood,2020-03-18T15:59:00.000,05 QUEENS,Water System,2020-03-18T15:34:00.000,,,Hydrant Running (WC3),,,,11385,DECATUR STREET,MYRTLE AVENUE,,40.70066585022376,"{'type': 'Point', 'coordinates': [-73.89609705544565, 40.70066585022376]}",,,,,,-73.89609705544565,PHONE,QUEENS,Unspecified,2020-03-18T15:59:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,,,,45850050,1013060,194565
3257,INTERSECTION,DEP,Department of Environmental Protection,,QUEENS,,,Ozone Park,2020-03-18T16:01:00.000,10 QUEENS,Water System,2020-03-18T15:34:00.000,,,Leak (Use Comments) (WA2),,,,11417,107 STREET,109 AVENUE,,40.6792861048084,"{'type': 'Point', 'coordinates': [-73.8326223682394, 40.6792861048084]}",,,,,,-73.8326223682394,PHONE,QUEENS,Unspecified,2020-03-18T16:01:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,,,,45853350,1030675,186803
3258,,DCA,Department of Consumer Affairs,2027240134,BRONX,,,BRONX,2020-03-23T07:09:49.000,02 BRONX,Consumer Complaint,2020-03-18T15:34:06.000,ALDUS STREET,WESTCHESTER AVENUE,Retail Store,,,1041 SOUTHERN BOULEVARD,10459,ALDUS STREET,WESTCHESTER AVENUE,SOUTHERN BOULEVARD,40.824082147985074,"{'type': 'Point', 'coordinates': [-73.8918901057697, 40.824082147985074]}",,,,,,-73.8918901057697,PHONE,BRONX,Unspecified,2020-03-23T11:09:55.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,SOUTHERN BOULEVARD,,,45852149,1014171,239531
3259,,DCA,Department of Consumer Affairs,5005280034,STATEN ISLAND,,,STATEN ISLAND,2020-03-24T10:35:49.000,01 STATEN ISLAND,Consumer Complaint,2020-03-18T15:34:39.000,BROAD STREET,DOCK STREET,Retail Store,,,680 BAY STREET,10304,BROAD STREET,DOCK STREET,BAY STREET,40.62541002406252,"{'type': 'Point', 'coordinates': [-74.07494478655275, 40.62541002406252]}",,,,,,-74.07494478655275,PHONE,STATEN ISLAND,Unspecified,2020-03-24T14:35:54.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,BAY STREET,,,45852773,963446,167139
3260,,DCA,Department of Consumer Affairs,3053780020,BROOKLYN,,,BROOKLYN,2020-03-24T11:09:13.000,12 BROOKLYN,Consumer Complaint,2020-03-18T15:34:49.000,AVENUE C,CORTELYOU ROAD,Retail Store,,,710 CONEY ISLAND AVENUE,11218,AVENUE C,CORTELYOU ROAD,CONEY ISLAND AVENUE,40.640298813669375,"{'type': 'Point', 'coordinates': [-73.96908792932321, 40.640298813669375]}",,,,,,-73.96908792932321,PHONE,BROOKLYN,Unspecified,2020-03-24T15:09:23.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,CONEY ISLAND AVENUE,,,45853402,992829,172556
3261,,DCA,Department of Consumer Affairs,3080160038,BROOKLYN,,,BROOKLYN,2020-03-20T15:35:53.000,18 BROOKLYN,Consumer Complaint,2020-03-18T15:34:54.000,EAST   79 STREET,EAST   80 STREET,Bodega/Deli/Supermarket,,,7924 FLATLANDS AVENUE,11236,EAST   79 STREET,EAST   80 STREET,FLATLANDS AVENUE,40.63516534895927,"{'type': 'Point', 'coordinates': [-73.91379224588391, 40.63516534895927]}",,,,,,-73.91379224588391,PHONE,BROOKLYN,Unspecified,2020-03-20T19:35:58.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,FLATLANDS AVENUE,,,45856791,1008177,170696
3262,ADDRESS,HPD,Department of Housing Preservation and Development,3018010011,BROOKLYN,,,BROOKLYN,,03 BROOKLYN,GENERAL,2020-03-18T15:34:57.000,,,BELL/BUZZER/INTERCOM,,,670A GREENE AVENUE,11221,,,,40.68948558511431,"{'type': 'Point', 'coordinates': [-73.94166401542599, 40.68948558511431]}",,,,RESIDENTIAL BUILDING,,-73.94166401542599,PHONE,BROOKLYN,Unspecified,2020-03-18T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,GREENE AVENUE,,,45855373,1000428,190480
3263,ADDRESS,HPD,Department of Housing Preservation and Development,3018010011,BROOKLYN,,,BROOKLYN,,03 BROOKLYN,GENERAL,2020-03-18T15:34:57.000,,,MAILBOX,,,670A GREENE AVENUE,11221,,,,40.68948558511431,"{'type': 'Point', 'coordinates': [-73.94166401542599, 40.68948558511431]}",,,,RESIDENTIAL BUILDING,,-73.94166401542599,PHONE,BROOKLYN,Unspecified,2020-03-18T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,GREENE AVENUE,,,45850348,1000428,190480
3264,INTERSECTION,DOT,Department of Transportation,,BRONX,,,BRONX,2020-03-19T10:46:00.000,10 BRONX,Street Condition,2020-03-18T15:35:01.000,,,Pothole,,,,10461,BURR AVENUE,EAST 196 STREET,,40.85472341301056,"{'type': 'Point', 'coordinates': [-73.82801296148664, 40.85472341301056]}",,,,,,-73.82801296148664,UNKNOWN,BRONX,Unspecified,2020-03-19T10:46:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,,45858330,1031828,250723
3265,ADDRESS,HPD,Department of Housing Preservation and Development,1022260009,MANHATTAN,,,NEW YORK,2020-03-18T21:31:37.000,12 MANHATTAN,HEAT/HOT WATER,2020-03-18T15:35:01.000,,,ENTIRE BUILDING,,,115 VERMILYEA AVENUE,10034,,,,40.866380166986495,"{'type': 'Point', 'coordinates': [-73.92161287328047, 40.866380166986495]}",,,,RESIDENTIAL BUILDING,,-73.92161287328047,MOBILE,MANHATTAN,Unspecified,2020-03-18T21:31:37.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,VERMILYEA AVENUE,,,45853774,1005931,254933
3266,,DCA,Department of Consumer Affairs,2025500019,BRONX,,,BRONX,2020-03-23T07:09:50.000,01 BRONX,Consumer Complaint,2020-03-18T15:35:17.000,ST ANNS AVENUE,CYPRESS AVENUE,Retail Store,,,600 EAST  138 STREET,10454,ST ANNS AVENUE,CYPRESS AVENUE,EAST  138 STREET,40.80623967699538,"{'type': 'Point', 'coordinates': [-73.91612812125385, 40.80623967699538]}",,,,,,-73.91612812125385,PHONE,BRONX,Unspecified,2020-03-23T11:09:54.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,EAST  138 STREET,,,45852106,1007469,233023
3267,,DCA,Department of Consumer Affairs,1021650011,MANHATTAN,,,NEW YORK,2020-03-23T07:09:46.000,12 MANHATTAN,Consumer Complaint,2020-03-18T15:35:18.000,WEST  181 STREET,WEST  182 STREET,Retail Store,,,1439 ST NICHOLAS AVENUE,10033,WEST  181 STREET,WEST  182 STREET,ST NICHOLAS AVENUE,40.84981231331684,"{'type': 'Point', 'coordinates': [-73.9333833839353, 40.84981231331684]}",,,,,,-73.9333833839353,PHONE,MANHATTAN,Unspecified,2020-03-23T11:09:49.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,ST NICHOLAS AVENUE,,,45856134,1002680,248894
3268,ADDRESS,DSNY,Department of Sanitation,4026290055,QUEENS,,,Maspeth,,05 QUEENS,Graffiti,2020-03-18T15:35:25.000,,,Graffiti,2020-04-17T15:35:25.000,N/A,54-01 FLUSHING AVENUE,11378,,,,40.715144909291055,"{'type': 'Point', 'coordinates': [-73.91317296134737, 40.715144909291055]}",,,,Comercial,,-73.91317296134737,UNKNOWN,QUEENS,Unspecified,2020-03-18T15:35:25.000,The graffiti on this property has been scheduled to be removed by the City.,,Open,FLUSHING AVENUE,,,45852218,1008320,199835
3269,,NYPD,New York City Police Department,4116330028,QUEENS,,,SOUTH OZONE PARK,2020-03-18T21:34:10.000,10 QUEENS,Non-Emergency Police Matter,2020-03-18T15:35:28.000,111 AVENUE,LINDEN BOULEVARD,Other (complaint details),,,111-46 130 STREET,11420,111 AVENUE,LINDEN BOULEVARD,130 STREET,40.682729702905874,"{'type': 'Point', 'coordinates': [-73.8123398555039, 40.682729702905874]}",,,,,,-73.8123398555039,PHONE,QUEENS,Unspecified,2020-03-19T01:34:15.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,130 STREET,,,45856929,1036298,188069
3270,,NYPD,New York City Police Department,1014230010,MANHATTAN,,,NEW YORK,2020-03-18T18:17:13.000,08 MANHATTAN,Illegal Parking,2020-03-18T15:35:28.000,EAST   68 STREET,EAST   69 STREET,Blocked Bike Lane,,,1299 2 AVENUE,10065,EAST   68 STREET,EAST   69 STREET,2 AVENUE,40.76633842037698,"{'type': 'Point', 'coordinates': [-73.96017399056856, 40.76633842037698]}",,,,Street/Sidewalk,,-73.96017399056856,ONLINE,MANHATTAN,Unspecified,2020-03-18T22:17:17.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,2 AVENUE,,,45851264,995282,218477
3271,ADDRESS,HPD,Department of Housing Preservation and Development,1020740049,MANHATTAN,,,NEW YORK,,09 MANHATTAN,PAINT/PLASTER,2020-03-18T15:35:46.000,,,WALL,,,516 WEST  143 STREET,10031,,,,40.824594135272264,"{'type': 'Point', 'coordinates': [-73.95013415888396, 40.824594135272264]}",,,,RESIDENTIAL BUILDING,,-73.95013415888396,PHONE,MANHATTAN,Unspecified,2020-03-18T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WEST  143 STREET,,,45852386,998051,239703
3272,ADDRESS,DOB,Department of Buildings,1013000033,MANHATTAN,,,NEW YORK,2020-03-19T00:00:00.000,06 MANHATTAN,General Construction/Plumbing,2020-03-18T15:36:01.000,,,Site Conditions Endangering Workers,,,730 3 AVENUE,10017,,,,40.75310418279436,"{'type': 'Point', 'coordinates': [-73.97275679912539, 40.75310418279436]}",,,,,,-73.97275679912539,UNKNOWN,MANHATTAN,Unspecified,2020-03-19T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,Closed,3 AVENUE,,,45854024,991798,213654
3273,,DOT,Department of Transportation,,Unspecified,Westbound,No Hangar Rd/No Boundary Rd (Exit 3),,2020-03-19T11:00:14.000,0 Unspecified,Highway Sign - Missing,2020-03-18T15:36:29.000,,,Other/Unknown,,,,,,,,,,,,,Highway,,,ONLINE,Unspecified,Unspecified,2020-03-19T15:00:35.000,The Department of Transportation has completed the request or corrected the condition.,Ramp,Closed,,,,45855207,,
3274,ADDRESS,DSNY,BCC - Brooklyn North,3022427503,BROOKLYN,,,BROOKLYN,2020-03-23T12:00:00.000,01 BROOKLYN,Missed Collection (All Materials),2020-03-18T15:37:00.000,UNION AVENUE,THROOP AVENUE,1 Missed Collection,,DSNY Garage,218 MIDDLETON STREET,11206,,,,40.704308091627425,"{'type': 'Point', 'coordinates': [-73.9490447503616, 40.704308091627425]}",,,,Sidewalk,,-73.9490447503616,PHONE,BROOKLYN,Unspecified,2020-03-23T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,MIDDLETON STREET,,,45861575,998378,195879
3275,ADDRESS,DEP,Department of Environmental Protection,4104820052,QUEENS,,,Hollis,2020-03-18T21:25:00.000,12 QUEENS,Sewer,2020-03-18T15:37:00.000,90 AVE,93 AVE,Sewer Backup (Use Comments) (SA),,,90-42 201 STREET,11423,,,,40.7163912147373,"{'type': 'Point', 'coordinates': [-73.76036778344069, 40.7163912147373]}",,,,,,-73.76036778344069,ONLINE,QUEENS,Unspecified,2020-03-18T21:25:00.000,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",,Closed,201 STREET,,,45856773,1050679,200368
3276,,NYPD,New York City Police Department,2039060001,BRONX,,,BRONX,2020-03-18T20:16:39.000,06 BRONX,Noise - Residential,2020-03-18T15:37:10.000,DEVOE AVENUE,BRONX PARK AVENUE,Banging/Pounding,,,1110 WYATT STREET,10460,DEVOE AVENUE,BRONX PARK AVENUE,WYATT STREET,40.83930620730105,"{'type': 'Point', 'coordinates': [-73.8773009180668, 40.83930620730105]}",,,,Residential Building/House,,-73.8773009180668,MOBILE,BRONX,Unspecified,2020-03-19T00:16:42.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WYATT STREET,,,45853580,1018201,245083
3277,,DCA,Department of Consumer Affairs,4033210012,QUEENS,,,RICHMOND HILL,2020-03-23T07:09:50.000,09 QUEENS,Consumer Complaint,2020-03-18T15:37:11.000,GROSVENOR LANE,83 AVENUE,Retail Store,,,116-22A METROPOLITAN AVENUE,11418,GROSVENOR LANE,83 AVENUE,METROPOLITAN AVENUE,40.707286906709776,"{'type': 'Point', 'coordinates': [-73.83547361172411, 40.707286906709776]}",,,,,,-73.83547361172411,PHONE,QUEENS,Unspecified,2020-03-23T11:09:56.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,METROPOLITAN AVENUE,,,45854104,1029865,197003
3278,ADDRESS,DOT,Department of Transportation,2055950092,BRONX,,,BRONX,2020-03-19T13:37:00.000,10 BRONX,Street Condition,2020-03-18T15:37:11.000,BALCOM AVENUE,HUNTINGTON AVENUE,Pothole,,,2739 SCHURZ AVENUE,10465,,,,40.813912375118164,"{'type': 'Point', 'coordinates': [-73.8209040006029, 40.813912375118164]}",,,,,,-73.8209040006029,UNKNOWN,BRONX,Unspecified,2020-03-19T13:37:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,SCHURZ AVENUE,,,45859922,1033825,235858
3279,,NYPD,New York City Police Department,1014550021,MANHATTAN,,,NEW YORK,2020-03-18T18:09:30.000,08 MANHATTAN,Non-Emergency Police Matter,2020-03-18T15:37:38.000,EAST   60 STREET,EAST   61 STREET,Other (complaint details),,,1113 YORK AVENUE,10065,EAST   60 STREET,EAST   61 STREET,YORK AVENUE,40.759382903747536,"{'type': 'Point', 'coordinates': [-73.95920714880465, 40.759382903747536]}",,,,Park/Playground,,-73.95920714880465,ONLINE,MANHATTAN,Unspecified,2020-03-18T22:09:33.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,YORK AVENUE,,,45853194,995551,215943
3280,ADDRESS,HPD,Department of Housing Preservation and Development,1018250045,MANHATTAN,,,NEW YORK,,10 MANHATTAN,UNSANITARY CONDITION,2020-03-18T15:38:00.000,,,PESTS,,,120 WEST  116 STREET,10026,,,,40.8024307423435,"{'type': 'Point', 'coordinates': [-73.95067450267706, 40.8024307423435]}",,,,RESIDENTIAL BUILDING,,-73.95067450267706,ONLINE,MANHATTAN,Unspecified,2020-03-18T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WEST  116 STREET,,,45856240,997906,231628
