,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
2743,ADDRESS,HPD,Department of Housing Preservation and Development,4105380010,QUEENS,,,Queens Village,2020-03-24T21:27:31.000,08 QUEENS,HEAT/HOT WATER,2020-03-23T16:05:08.000,,,APARTMENT ONLY,,,86-70 FRANCIS LEWIS BOULEVARD,11427,,,,40.72402002071124,"{'type': 'Point', 'coordinates': [-73.76355126325228, 40.72402002071124]}",,,,RESIDENTIAL BUILDING,,-73.76355126325228,ONLINE,QUEENS,Unspecified,2020-03-24T21:27:31.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,FRANCIS LEWIS BOULEVARD,,,45882757,1049789,203145
2744,ADDRESS,HPD,Department of Housing Preservation and Development,3012430017,BROOKLYN,,,BROOKLYN,2020-03-24T18:20:03.000,08 BROOKLYN,HEAT/HOT WATER,2020-03-23T16:05:17.000,,,ENTIRE BUILDING,,,1030 PARK PLACE,11213,,,,40.67303973721813,"{'type': 'Point', 'coordinates': [-73.94333309279837, 40.67303973721813]}",,,,RESIDENTIAL BUILDING,,-73.94333309279837,PHONE,BROOKLYN,Unspecified,2020-03-24T18:20:03.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,PARK PLACE,,,45884228,999969,184488
2745,,DCA,Department of Consumer Affairs,1018420001,MANHATTAN,,,NEW YORK,2020-03-25T10:06:45.000,07 MANHATTAN,Consumer Complaint,2020-03-23T16:05:34.000,WEST  106 STREET,WEST  107 STREET,Retail Store,,,941 COLUMBUS AVENUE,10025,WEST  106 STREET,WEST  107 STREET,COLUMBUS AVENUE,40.79938588341643,"{'type': 'Point', 'coordinates': [-73.9627439059276, 40.79938588341643]}",,,,Commercial Building,,-73.9627439059276,ONLINE,MANHATTAN,Unspecified,2020-03-25T14:06:49.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,COLUMBUS AVENUE,,,45882665,994565,230517
2746,ADDRESS,HPD,Department of Housing Preservation and Development,2024270016,BRONX,,,BRONX,,04 BRONX,APPLIANCE,2020-03-23T16:05:34.000,,,ELECTRIC/GAS RANGE,,,1264 CLAY AVENUE,10456,,,,40.833723292269774,"{'type': 'Point', 'coordinates': [-73.90983454278451, 40.833723292269774]}",,,,RESIDENTIAL BUILDING,,-73.90983454278451,PHONE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,CLAY AVENUE,,,45884129,1009201,243038
2747,ADDRESS,HPD,Department of Housing Preservation and Development,2031340009,BRONX,,,BRONX,2020-03-24T11:57:41.000,06 BRONX,HEAT/HOT WATER,2020-03-23T16:05:36.000,,,APARTMENT ONLY,,,968 BRONX PARK SOUTH,10460,,,,40.84506624530596,"{'type': 'Point', 'coordinates': [-73.87884806561841, 40.84506624530596]}",,,,RESIDENTIAL BUILDING,,-73.87884806561841,PHONE,BRONX,Unspecified,2020-03-24T11:57:41.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,BRONX PARK SOUTH,,,45880668,1017770,247181
2748,ADDRESS,HPD,Department of Housing Preservation and Development,3024630012,BROOKLYN,,,BROOKLYN,2020-03-24T08:50:56.000,01 BROOKLYN,HEAT/HOT WATER,2020-03-23T16:05:52.000,,,ENTIRE BUILDING,,,366 SOUTH    5 STREET,11211,,,,40.70802676957424,"{'type': 'Point', 'coordinates': [-73.9544522380101, 40.70802676957424]}",,,,RESIDENTIAL BUILDING,,-73.9544522380101,PHONE,BROOKLYN,Unspecified,2020-03-24T08:50:56.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,SOUTH    5 STREET,,,45883604,996878,197233
2749,ADDRESS,HPD,Department of Housing Preservation and Development,3024630012,BROOKLYN,,,BROOKLYN,2020-03-24T14:44:47.000,01 BROOKLYN,GENERAL,2020-03-23T16:05:52.000,,,COOKING GAS,,,366 SOUTH    5 STREET,11211,,,,40.70802676957424,"{'type': 'Point', 'coordinates': [-73.9544522380101, 40.70802676957424]}",,,,RESIDENTIAL BUILDING,,-73.9544522380101,PHONE,BROOKLYN,Unspecified,2020-03-24T14:44:47.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,SOUTH    5 STREET,,,45883449,996878,197233
2750,ADDRESS,HPD,Department of Housing Preservation and Development,2030710008,BRONX,,,BRONX,2020-03-23T18:23:53.000,06 BRONX,HEAT/HOT WATER,2020-03-23T16:05:53.000,,,ENTIRE BUILDING,,,2276 ARTHUR AVENUE,10457,,,,40.852271193148034,"{'type': 'Point', 'coordinates': [-73.88989234420545, 40.852271193148034]}",,,,RESIDENTIAL BUILDING,,-73.88989234420545,PHONE,BRONX,Unspecified,2020-03-23T18:23:53.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,ARTHUR AVENUE,,,45880165,1014711,249802
2751,ADDRESS,DOB,Department of Buildings,1004470108,MANHATTAN,,,NEW YORK,2020-03-23T16:06:03.000,03 MANHATTAN,Special Projects Inspection Team (SPIT),2020-03-23T16:06:03.000,,,Illegal Hotel Rooms In Residential Building,,N/A,304 EAST    6 STREET,10003,,,,40.72721555063613,"{'type': 'Point', 'coordinates': [-73.98811910338063, 40.72721555063613]}",,,,,,-73.98811910338063,UNKNOWN,MANHATTAN,Unspecified,2020-03-23T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,EAST    6 STREET,,,45880777,987543,204221
2752,ADDRESS,HPD,Department of Housing Preservation and Development,3082060005,BROOKLYN,,,BROOKLYN,2020-03-24T08:32:22.000,18 BROOKLYN,HEAT/HOT WATER,2020-03-23T16:06:17.000,,,APARTMENT ONLY,,,1177 EAST   98 STREET,11236,,,,40.643022117263406,"{'type': 'Point', 'coordinates': [-73.89843532326086, 40.643022117263406]}",,,,RESIDENTIAL BUILDING,,-73.89843532326086,PHONE,BROOKLYN,Unspecified,2020-03-24T08:32:22.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,EAST   98 STREET,,,45882734,1012436,173563
2753,ADDRESS,HPD,Department of Housing Preservation and Development,3053170011,BROOKLYN,,,BROOKLYN,2020-03-24T18:42:08.000,07 BROOKLYN,HEAT/HOT WATER,2020-03-23T16:06:19.000,,,APARTMENT ONLY,,,170 EAST    4 STREET,11218,,,,40.64822219321552,"{'type': 'Point', 'coordinates': [-73.97738347210475, 40.64822219321552]}",,,,RESIDENTIAL BUILDING,,-73.97738347210475,PHONE,BROOKLYN,Unspecified,2020-03-24T18:42:08.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST    4 STREET,,,45880676,990526,175442
2754,,DOHMH,Department of Health and Mental Hygiene,4022300060,QUEENS,,,FOREST HILLS,,06 QUEENS,Smoking,2020-03-23T16:06:50.000,110 STREET,112 STREET,Smoking Violation,,,110-17 JEWEL AVENUE,11375,110 STREET,112 STREET,JEWEL AVENUE,40.72442093759684,"{'type': 'Point', 'coordinates': [-73.84221754533151, 40.72442093759684]}",,,,Residential Building,,-73.84221754533151,PHONE,QUEENS,Unspecified,,,,In Progress,JEWEL AVENUE,,,45879774,1027984,203242
2755,,DCA,Department of Consumer Affairs,4041360052,QUEENS,,,COLLEGE POINT,2020-03-24T11:09:24.000,07 QUEENS,Consumer Complaint,2020-03-23T16:06:59.000,130 STREET,131 STREET,Gas Station,,,130-07 20 AVENUE,11356,130 STREET,131 STREET,20 AVENUE,40.78167955406404,"{'type': 'Point', 'coordinates': [-73.8385215343867, 40.78167955406404]}",,,,,,-73.8385215343867,PHONE,QUEENS,Unspecified,2020-03-24T15:09:37.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,20 AVENUE,,,45880975,1028970,224105
2756,ADDRESS,HPD,Department of Housing Preservation and Development,1004520053,MANHATTAN,,,NEW YORK,2020-03-24T20:52:43.000,03 MANHATTAN,HEAT/HOT WATER,2020-03-23T16:08:20.000,,,ENTIRE BUILDING,,,209 EAST   10 STREET,10003,,,,40.729498965321916,"{'type': 'Point', 'coordinates': [-73.98613066152801, 40.729498965321916]}",,,,RESIDENTIAL BUILDING,,-73.98613066152801,ONLINE,MANHATTAN,Unspecified,2020-03-24T20:52:43.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,EAST   10 STREET,,,45880076,988094,205053
2757,ADDRESS,HPD,Department of Housing Preservation and Development,2024270016,BRONX,,,BRONX,,04 BRONX,PLUMBING,2020-03-23T16:08:36.000,,,TOILET,,,1264 CLAY AVENUE,10456,,,,40.833723292269774,"{'type': 'Point', 'coordinates': [-73.90983454278451, 40.833723292269774]}",,,,RESIDENTIAL BUILDING,,-73.90983454278451,PHONE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,CLAY AVENUE,,,45884389,1009201,243038
2758,,DOHMH,Department of Health and Mental Hygiene,3024600001,BROOKLYN,,,BROOKLYN,,01 BROOKLYN,Food Poisoning,2020-03-23T16:09:18.000,HAVEMEYER STREET,MARCY AVENUE,1 or 2,,,267 BROADWAY,11211,HAVEMEYER STREET,MARCY AVENUE,BROADWAY,40.708818966017475,"{'type': 'Point', 'coordinates': [-73.95898560719395, 40.708818966017475]}",,,,Restaurant/Bar/Deli/Bakery,,-73.95898560719395,PHONE,BROOKLYN,Unspecified,,,,In Progress,BROADWAY,,,45882045,995621,197521
2759,ADDRESS,HPD,Department of Housing Preservation and Development,3012960052,BROOKLYN,,,BROOKLYN,2020-03-23T18:28:33.000,09 BROOKLYN,HEAT/HOT WATER,2020-03-23T16:09:41.000,,,ENTIRE BUILDING,,,377 MONTGOMERY STREET,11225,,,,40.66546535036319,"{'type': 'Point', 'coordinates': [-73.95200134641678, 40.66546535036319]}",,,,RESIDENTIAL BUILDING,,-73.95200134641678,PHONE,BROOKLYN,Unspecified,2020-03-23T18:28:33.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,MONTGOMERY STREET,,,45884204,997566,181727
2760,ADDRESS,HPD,Department of Housing Preservation and Development,3033930041,BROOKLYN,,,BROOKLYN,2020-03-24T10:13:32.000,04 BROOKLYN,HEAT/HOT WATER,2020-03-23T16:11:12.000,,,ENTIRE BUILDING,,,1514 JEFFERSON AVENUE,11237,,,,40.69715952979002,"{'type': 'Point', 'coordinates': [-73.90749842987051, 40.69715952979002]}",,,,RESIDENTIAL BUILDING,,-73.90749842987051,PHONE,BROOKLYN,Unspecified,2020-03-24T10:13:32.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,JEFFERSON AVENUE,,,45883541,1009900,193284
2761,ADDRESS,HPD,Department of Housing Preservation and Development,3014200020,BROOKLYN,,,BROOKLYN,2020-03-24T18:20:03.000,09 BROOKLYN,HEAT/HOT WATER,2020-03-23T16:11:15.000,,,APARTMENT ONLY,,,826 CROWN STREET,11213,,,,40.66515499249638,"{'type': 'Point', 'coordinates': [-73.93017590534967, 40.66515499249638]}",,,,RESIDENTIAL BUILDING,,-73.93017590534967,ONLINE,BROOKLYN,Unspecified,2020-03-24T18:20:03.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,CROWN STREET,,,45880678,1003621,181618
2762,ADDRESS,HPD,Department of Housing Preservation and Development,2031230046,BRONX,,,BRONX,2020-03-24T14:34:53.000,06 BRONX,HEAT/HOT WATER,2020-03-23T16:11:23.000,,,APARTMENT ONLY,,,2090 MOHEGAN AVENUE,10460,,,,40.8451618675538,"{'type': 'Point', 'coordinates': [-73.8837525307804, 40.8451618675538]}",,,,RESIDENTIAL BUILDING,,-73.8837525307804,ONLINE,BRONX,Unspecified,2020-03-24T14:34:53.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,MOHEGAN AVENUE,,,45883481,1016413,247214
2763,,NYPD,New York City Police Department,3051010044,BROOKLYN,,,BROOKLYN,2020-03-23T17:17:29.000,14 BROOKLYN,Noise - Residential,2020-03-23T16:11:26.000,ALBEMARLE TERRACE,ALBEMARLE ROAD,Banging/Pounding,,,280 EAST   21 STREET,11226,ALBEMARLE TERRACE,ALBEMARLE ROAD,EAST   21 STREET,40.647739699497876,"{'type': 'Point', 'coordinates': [-73.95951685098144, 40.647739699497876]}",,,,Residential Building/House,,-73.95951685098144,MOBILE,BROOKLYN,Unspecified,2020-03-23T21:17:33.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST   21 STREET,,,45883634,995484,175268
2764,,NYPD,New York City Police Department,4093320064,QUEENS,,,RICHMOND HILL,2020-03-24T14:12:01.000,09 QUEENS,Noise - Commercial,2020-03-23T16:11:28.000,JAMAICA AVENUE,89 AVENUE,Car/Truck Horn,,,87-45 123 STREET,11418,JAMAICA AVENUE,89 AVENUE,123 STREET,40.699536861046354,"{'type': 'Point', 'coordinates': [-73.82692385126279, 40.699536861046354]}",,,,Store/Commercial,,-73.82692385126279,MOBILE,QUEENS,Unspecified,2020-03-24T18:12:04.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,123 STREET,,,45882573,1032241,194184
2765,ADDRESS,DSNY,BCC - Bronx,2027720020,BRONX,,,BRONX,2020-03-24T12:00:00.000,02 BRONX,Derelict Vehicles,2020-03-23T16:12:00.000,EAST BAY AVENUE,OAK POINT AVENUE,14 Derelict Vehicles,,DSNY Garage,401 COSTER STREET,10474,,,,40.80881852807153,"{'type': 'Point', 'coordinates': [-73.88596174368938, 40.80881852807153]}",,,,Street,,-73.88596174368938,ONLINE,BRONX,Unspecified,2020-03-24T04:10:00.000,,,Closed,COSTER STREET,,,45887440,1015819,233972
2766,,DPR,Department of Parks and Recreation,3012710031,BROOKLYN,,,BROOKLYN,,09 BROOKLYN,New Tree Request,2020-03-23T16:12:03.000,BROOKLYN AVENUE,KINGSTON AVENUE,For One Address,,,770 EASTERN PARKWAY,11213,BROOKLYN AVENUE,KINGSTON AVENUE,EASTERN PARKWAY,40.66944118873393,"{'type': 'Point', 'coordinates': [-73.94303695168232, 40.66944118873393]}",,,,Street,,-73.94303695168232,MOBILE,BROOKLYN,Unspecified,,,,In Progress,EASTERN PARKWAY,,,45884790,1000052,183177
2767,ADDRESS,HPD,Department of Housing Preservation and Development,3046790001,BROOKLYN,,,BROOKLYN,2020-03-24T08:27:31.000,17 BROOKLYN,HEAT/HOT WATER,2020-03-23T16:12:06.000,,,ENTIRE BUILDING,,,820 LINDEN BOULEVARD,11203,,,,40.65398485293249,"{'type': 'Point', 'coordinates': [-73.9275458893617, 40.65398485293249]}",,,,RESIDENTIAL BUILDING,,-73.9275458893617,MOBILE,BROOKLYN,Unspecified,2020-03-24T08:27:31.000,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,LINDEN BOULEVARD,,,45883607,1004354,177549
2768,,DCA,Department of Consumer Affairs,2023310041,BRONX,,,BRONX,2020-03-25T10:06:44.000,01 BRONX,Consumer Complaint,2020-03-23T16:13:04.000,EAST  149 STREET,EAST  150 STREET,Retail Store,,,567 COURTLANDT AVENUE,10451,EAST  149 STREET,EAST  150 STREET,COURTLANDT AVENUE,40.817023241401394,"{'type': 'Point', 'coordinates': [-73.91934075699653, 40.817023241401394]}",,,,Commercial Building,,-73.91934075699653,ONLINE,BRONX,Unspecified,2020-03-25T14:06:46.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,COURTLANDT AVENUE,,,45880512,1006576,236951
2769,ADDRESS,DEP,Department of Environmental Protection,4048620045,QUEENS,,,Whitestone,,07 QUEENS,Sewer,2020-03-23T16:14:00.000,157 ST,160 ST,Catch Basin Clogged/Flooding (Use Comments) (SC),,,157-67 24 AVENUE,11357,,,,40.776510466099175,"{'type': 'Point', 'coordinates': [-73.80600975604048, 40.776510466099175]}",,,,,,-73.80600975604048,ONLINE,QUEENS,Unspecified,,,,Open,24 AVENUE,,,45882987,1037978,222240
2770,ADDRESS,DEP,Department of Environmental Protection,4094920023,QUEENS,,,South Richmond Hill,2020-03-23T16:16:00.000,09 QUEENS,Sewer,2020-03-23T16:14:00.000,101 AVE,103 AVE,Sewer Backup (Use Comments) (SA),,,101-34 126 STREET,11419,,,,40.69129722903033,"{'type': 'Point', 'coordinates': [-73.81988471369397, 40.69129722903033]}",,,,,,-73.81988471369397,PHONE,QUEENS,Unspecified,2020-03-23T16:16:00.000,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",,Closed,126 STREET,,,45880775,1034199,191186
2771,,NYPD,New York City Police Department,4011290033,QUEENS,,,EAST ELMHURST,2020-03-24T02:26:20.000,03 QUEENS,Blocked Driveway,2020-03-23T16:14:10.000,30 AVENUE,31 AVENUE,No Access,,,30-56 81 STREET,11370,30 AVENUE,31 AVENUE,81 STREET,40.760026517835435,"{'type': 'Point', 'coordinates': [-73.88713902163414, 40.760026517835435]}",,,,Street/Sidewalk,,-73.88713902163414,PHONE,QUEENS,Unspecified,2020-03-24T06:26:26.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,81 STREET,,,45882564,1015516,216195
